BINOMIAL,GridCell_Id,num_seqs,GrainSize,Type
'Andrias_davidianus',2413,2,385.9,A
'Andrias_davidianus',2590,2,385.9,A
'Andrias_davidianus',2681,2,385.9,A
'Anomaloglossus_praderioi',1830,2,385.9,A
'Aromobates_nocturnus',2007,2,385.9,A
'Aromobates_saltuensis',1916,2,385.9,A
'Atylodes_genei',2926,2,385.9,A
'Batrachuperus_tibetanus',2590,2,385.9,A
'Batrachuperus_tibetanus',2770,2,385.9,A
'Batrachuperus_yenyuanensis',2500,2,385.9,A
'Bokermannohyla_astartea',1023,2,385.9,A
'Bokermannohyla_circumdata',932,2,385.9,A
'Bokermannohyla_hylax',1023,2,385.9,A
'Bolitoglossa_carri',2093,2,385.9,A
'Bolitoglossa_celaque',2092,2,385.9,A
'Bolitoglossa_gracilis',2004,2,385.9,A
'Bolitoglossa_macrinii',2180,2,385.9,A
'Bolitoglossa_mombachoensis',2003,2,385.9,A
'Bolitoglossa_morio',2092,2,385.9,A
'Bolitoglossa_palmata',1644,2,385.9,A
'Bolitoglossa_paraensis',1558,2,385.9,A
'Bolitoglossa_platydactyla',2270,2,385.9,A
'Bolitoglossa_rostrata',2182,2,385.9,A
'Bolitoglossa_zapoteca',2180,2,385.9,A
'Bombina_bombina',2842,2,385.9,A
'Bombina_bombina',3108,2,385.9,A
'Bombina_bombina',3110,2,385.9,A
'Bombina_lichuanensis',2592,2,385.9,A
'Bombina_microdeladigitora',2231,2,385.9,A
'Boophis_idae',1137,2,385.9,A
'Boophis_luteus',1137,2,385.9,A
'Boophis_rappiodes',1137,2,385.9,A
'Buergeria_buergeri',2780,2,385.9,A
'Buergeria_buergeri',2870,2,385.9,A
'Bufo_japonicus',2870,2,385.9,A
'Bufo_torrenticola',2689,2,385.9,A
'Calotriton_asper',2834,2,385.9,A
'Craugastor_crassidigitus',2005,2,385.9,A
'Craugastor_fitzingeri',2003,2,385.9,A
'Craugastor_fitzingeri',2093,2,385.9,A
'Cynops_cyanurus',2500,2,385.9,A
'Cynops_pyrrhogaster',2690,2,385.9,A
'Cynops_pyrrhogaster',2961,2,385.9,A
'Dendropsophus_branneri',1475,2,385.9,A
'Dendropsophus_nanus',750,2,385.9,A
'Discoglossus_galganoi',2744,2,385.9,A
'Discoglossus_pictus',2654,2,385.9,A
'Discoglossus_pictus',2747,2,385.9,A
'Discoglossus_pictus',2835,2,385.9,A
'Duttaphrynus_melanostictus',2141,2,385.9,A
'Echinotriton_andersoni',2507,2,385.9,A
'Eleutherodactylus_cooki',2450,2,385.9,A
'Eleutherodactylus_guanahacabibes',2364,2,385.9,A
'Eleutherodactylus_rogersi',2455,2,385.9,A
'Epipedobates_machalilla',1645,2,385.9,A
'Euphlyctis_cyanophlyctis',1955,2,385.9,A
'Eupsophus_insularis',656,2,385.9,A
'Eupsophus_migueli',566,2,385.9,A
'Eupsophus_roseus',297,2,385.9,A
'Eupsophus_vertebralis',566,2,385.9,A
'Eurycea_longicauda',2543,2,385.9,A
'Eurycea_longicauda',2722,2,385.9,A
'Eurycea_longicauda',2724,2,385.9,A
'Eurycea_lucifuga',2722,2,385.9,A
'Eurycea_lucifuga',2723,2,385.9,A
'Eurycea_lucifuga',2813,2,385.9,A
'Eurycea_nana',2540,2,385.9,A
'Excidobates_captivus',1555,2,385.9,A
'Fejervarya_iskandari',1511,2,385.9,A
'Fejervarya_iskandari',1512,2,385.9,A
'Fejervarya_limnocharis',1511,2,385.9,A
'Fejervarya_limnocharis',1512,2,385.9,A
'Gephyromantis_enki',1046,2,385.9,A
'Gephyromantis_redimitus',1137,2,385.9,A
'Gephyromantis_webbi',1227,2,385.9,A
'Guibemantis_liber',1137,2,385.9,A
'Haddadus_binotatus',1023,2,385.9,A
'Heterixalus_boettgeri',956,2,385.9,A
'Heterixalus_luteostriatus',1226,2,385.9,A
'Heterixalus_tricolor',1226,2,385.9,A
'Heterixalus_tricolor',1317,2,385.9,A
'Hoplobatrachus_rugulosus',1959,2,385.9,A
'Hoplobatrachus_rugulosus',2050,2,385.9,A
'Hoplobatrachus_rugulosus',2141,2,385.9,A
'Hoplobatrachus_rugulosus',2229,2,385.9,A
'Hoplobatrachus_rugulosus',2231,2,385.9,A
'Hoplobatrachus_rugulosus',2594,2,385.9,A
'Hyla_arborea',2840,2,385.9,A
'Hyla_arborea',2925,2,385.9,A
'Hyla_arborea',3014,2,385.9,A
'Hyla_arborea',3108,2,385.9,A
'Hyla_arborea',3109,2,385.9,A
'Hyla_chrysoscelis',2544,2,385.9,A
'Hyla_chrysoscelis',2632,2,385.9,A
'Hyla_chrysoscelis',2633,2,385.9,A
'Hyla_chrysoscelis',2722,2,385.9,A
'Hyla_chrysoscelis',2811,2,385.9,A
'Hyla_chrysoscelis',2812,2,385.9,A
'Hyla_chrysoscelis',2901,2,385.9,A
'Hyla_cinerea',2540,2,385.9,A
'Hyla_intermedia',2839,2,385.9,A
'Hyla_orientalis',2751,2,385.9,A
'Hyla_orientalis',2843,2,385.9,A
'Hyla_orientalis',3022,2,385.9,A
'Hyla_orientalis',3111,2,385.9,A
'Hylarana_latouchii',2595,2,385.9,A
'Hylarana_latouchii',2774,2,385.9,A
'Hyla_versicolor',2540,2,385.9,A
'Hyla_versicolor',2812,2,385.9,A
'Hyloscirtus_armatus',1198,2,385.9,A
'Hyloscirtus_tapichalaca',1555,2,385.9,A
'Hyloxalus_insulatus',1555,2,385.9,A
'Hyloxalus_pulcherrimus',1465,2,385.9,A
'Hyloxalus_subpunctatus',1826,2,385.9,A
'Hyloxalus_sylvaticus',1554,2,385.9,A
'Hynobius_amjiensis',2595,2,385.9,A
'Hynobius_leechii',2777,2,385.9,A
'Hynobius_nebulosus',2688,2,385.9,A
'Hypsiboas_albomarginatus',1475,2,385.9,A
'Hypsiboas_balzani',1736,2,385.9,A
'Hypsiboas_bischoffi',932,2,385.9,A
'Hypsiboas_ericae',1293,2,385.9,A
'Hypsiboas_faber',931,2,385.9,A
'Hypsiboas_guentheri',842,2,385.9,A
'Hypsiboas_leptolineatus',932,2,385.9,A
'Hypsiboas_marginatus',751,2,385.9,A
'Hypsiboas_prasinus',932,2,385.9,A
'Hypsiboas_pulchellus',660,2,385.9,A
'Isthmohyla_pseudopuma',2003,2,385.9,A
'Lithobates_catesbeianus',2594,2,385.9,A
'Mantella_baroni',1136,2,385.9,A
'Mantidactylus_charlotteae',1227,2,385.9,A
'Mantidactylus_femoralis',1136,2,385.9,A
'Mantidactylus_femoralis',1227,2,385.9,A
'Mertensiella_caucasica',2844,2,385.9,A
'Mesotriton_alpestris',2929,2,385.9,A
'Microhyla_fissipes',2230,2,385.9,A
'Microhyla_fissipes',2415,2,385.9,A
'Microhyla_okinavensis',2416,2,385.9,A
'Nototriton_limnospectator',2093,2,385.9,A
'Nototriton_picadoi',2004,2,385.9,A
'Oedipina_alleni',1914,2,385.9,A
'Oedipina_gephyra',2093,2,385.9,A
'Oedipina_pacificensis',1914,2,385.9,A
'Oedipina_parvipes',2005,2,385.9,A
'Ommatotriton_ophryticus',2842,2,385.9,A
'Ommatotriton_ophryticus',2843,2,385.9,A
'Osteocephalus_taurinus',1380,2,385.9,A
'Osteocephalus_taurinus',1382,2,385.9,A
'Osteopilus_septentrionalis',2450,2,385.9,A
'Osteopilus_vastus',2186,2,385.9,A
'Pachyhynobius_shangchengensis',2593,2,385.9,A
'Pachytriton_labiatus',2502,2,385.9,A
'Paramesotriton_deloustali',2410,2,385.9,A
'Paramesotriton_hongkongensis',2413,2,385.9,A
'Pelobates_cultripes',2742,2,385.9,A
'Pelodytes_punctatus',2834,2,385.9,A
'Pelophylax_bedriagae',2755,2,385.9,A
'Pelophylax_bedriagae',2845,2,385.9,A
'Pelophylax_nigromaculatus',2590,2,385.9,A
'Pelophylax_nigromaculatus',2682,2,385.9,A
'Pelophylax_plancyi',2776,2,385.9,A
'Pelophylax_ridibundus',2841,2,385.9,A
'Pelophylax_saharicus',2656,2,385.9,A
'Phyllomedusa_ayeaye',1023,2,385.9,A
'Phyllomedusa_ayeaye',1113,2,385.9,A
'Phyllomedusa_centralis',1291,2,385.9,A
'Phyllomedusa_itacolomi',1114,2,385.9,A
'Phyllomedusa_sauvagii',1110,2,385.9,A
'Phyllomedusa_tetraploidea',1023,2,385.9,A
'Plethodon_albagula',2721,2,385.9,A
'Plethodon_amplus',2724,2,385.9,A
'Plethodon_caddoensis',2631,2,385.9,A
'Plethodon_nettingi',2724,2,385.9,A
'Plethodon_richmondi',2724,2,385.9,A
'Plethodon_serratus',2633,2,385.9,A
'Plethodon_serratus',2724,2,385.9,A
'Pleurodema_bibroni',751,2,385.9,A
'Polypedates_leucomystax',2321,2,385.9,A
'Pseudoeurycea_juarezi',2181,2,385.9,A
'Pseudoeurycea_leprosa',2359,2,385.9,A
'Pseudoeurycea_mystax',2180,2,385.9,A
'Pseudoeurycea_saltator',2181,2,385.9,A
'Pseudoeurycea_unguidentis',2181,2,385.9,A
'Quasipaa_boulengeri',2592,2,385.9,A
'Rana_arvalis',2929,2,385.9,A
'Rana_arvalis',3018,2,385.9,A
'Rana_arvalis',3108,2,385.9,A
'Rana_arvalis',3118,2,385.9,A
'Rana_dalmatina',2750,2,385.9,A
'Rana_dalmatina',2840,2,385.9,A
'Rana_dalmatina',2845,2,385.9,A
'Rana_dalmatina',2925,2,385.9,A
'Rana_dybowskii',2957,2,385.9,A
'Rana_japonica',2780,2,385.9,A
'Rana_temporaria',2744,2,385.9,A
'Rana_temporaria',2841,2,385.9,A
'Rana_temporaria',3015,2,385.9,A
'Rana_temporaria',3024,2,385.9,A
'Rana_temporaria',3108,2,385.9,A
'Rana_temporaria',3120,2,385.9,A
'Ranitomeya_variabilis',1466,2,385.9,A
'Ranitomeya_variabilis',1556,2,385.9,A
'Ranitomeya_ventrimaculata',1831,2,385.9,A
'Ranodon_sibiricus',2595,2,385.9,A
'Rhacophorus_schlegelii',2688,2,385.9,A
'Salamandra_atra',2926,2,385.9,A
'Salamandra_salamandra',2743,2,385.9,A
'Salamandra_salamandra',2832,2,385.9,A
'Salamandrella_keyserlingii',2960,2,385.9,A
'Salamandrella_keyserlingii',3046,2,385.9,A
'Silverstoneia_nubicola',1914,2,385.9,A
'Silverstoneia_nubicola',1915,2,385.9,A
'Smilisca_baudinii',2447,2,385.9,A
'Smilisca_fodiens',2447,2,385.9,A
'Spelaeophryne_methneri',1494,2,385.9,A
'Staurois_tuberilinguis',1873,2,385.9,A
'Staurois_tuberilinguis',1874,2,385.9,A
'Telmatobius_espadai',1198,2,385.9,A
'Telmatobius_marmoratus',1107,2,385.9,A
'Telmatobius_sanborni',1287,2,385.9,A
'Thoropa_miliaris',1023,2,385.9,A
'Trachycephalus_venulosus',1830,2,385.9,A
'Xenopus_gilli',769,2,385.9,A
'Xenopus_muelleri',951,2,385.9,A
'Zakerana_kirtisinghei',1955,2,385.9,A
'Zakerana_rufescens',2133,2,385.9,A
'Adenomera_andreae',1561,3,385.9,A
'Adenomera_andreae',1737,3,385.9,A
'Adenomera_andreae',1741,3,385.9,A
'Adenomera_hylaedactyla',1286,3,385.9,A
'Adenomera_hylaedactyla',1741,3,385.9,A
'Adenomera_hylaedactyla',1829,3,385.9,A
'Allobates_femoralis',1466,3,385.9,A
'Allobates_femoralis',1561,3,385.9,A
'Allobates_femoralis',1735,3,385.9,A
'Allobates_nidicola',1469,3,385.9,A
'Ameerega_petersi',1466,3,385.9,A
'Ameerega_trivittata',1376,3,385.9,A
'Anaxyrus_punctatus',2626,3,385.9,A
'Andrias_davidianus',2592,3,385.9,A
'Anomaloglossus_roraima',1830,3,385.9,A
'Atylodes_genei',2927,3,385.9,A
'Batrachuperus_karlschmidti',2589,3,385.9,A
'Bombina_bombina',2928,3,385.9,A
'Bombina_bombina',2930,3,385.9,A
'Bombina_bombina',3109,3,385.9,A
'Bombina_bombina',3111,3,385.9,A
'Bombina_variegata',2838,3,385.9,A
'Bombina_variegata',2932,3,385.9,A
'Boulengerula_taitana',1584,3,385.9,A
'Buergeria_japonica',2506,3,385.9,A
'Buergeria_robusta',2415,3,385.9,A
'Chioglossa_lusitanica',2923,3,385.9,A
'Colostethus_fraterdanieli',1735,3,385.9,A
'Craugastor_crassidigitus',1915,3,385.9,A
'Craugastor_tabasarae',1914,3,385.9,A
'Craugastor_talamancae',2005,3,385.9,A
'Cynops_pyrrhogaster',2597,3,385.9,A
'Dendrobates_auratus',2004,3,385.9,A
'Discoglossus_galganoi',2834,3,385.9,A
'Discoglossus_galganoi',2923,3,385.9,A
'Discoglossus_pictus',2748,3,385.9,A
'Echinotriton_andersoni',2506,3,385.9,A
'Eleutherodactylus_casparii',2364,3,385.9,A
'Eleutherodactylus_planirostris',2274,3,385.9,A
'Eleutherodactylus_planirostris',3104,3,385.9,A
'Eleutherodactylus_varleyi',2364,3,385.9,A
'Eupsophus_calcaratus',566,3,385.9,A
'Eurycea_longicauda',2720,3,385.9,A
'Eurycea_lucifuga',2543,3,385.9,A
'Eurycea_lucifuga',2720,3,385.9,A
'Eurycea_lucifuga',2721,3,385.9,A
'Eurycea_lucifuga',2724,3,385.9,A
'Eurycea_sosorum',2540,3,385.9,A
'Eurycea_tridentifera',2540,3,385.9,A
'Fejervarya_limnocharis',1959,3,385.9,A
'Gephyromantis_eiselti',1137,3,385.9,A
'Gephyromantis_leucocephalus',1046,3,385.9,A
'Heterixalus_madagascariensis',1046,3,385.9,A
'Heterixalus_madagascariensis',1136,3,385.9,A
'Heterixalus_punctatus',1317,3,385.9,A
'Heterixalus_variabilis',1317,3,385.9,A
'Hyla_arborea',2929,3,385.9,A
'Hyla_avivoca',2720,3,385.9,A
'Hyla_chrysoscelis',2725,3,385.9,A
'Hyla_japonica',2688,3,385.9,A
'Hyla_meridionalis',2560,3,385.9,A
'Hyla_meridionalis',2742,3,385.9,A
'Hyla_meridionalis',2743,3,385.9,A
'Hyla_meridionalis',2926,3,385.9,A
'Hyla_versicolor',2720,3,385.9,A
'Hyla_versicolor',2901,3,385.9,A
'Hyloxalus_elachyhistus',1465,3,385.9,A
'Hynobius_lichenatus',2507,3,385.9,A
'Hynobius_nebulosus',2689,3,385.9,A
'Hypsiboas_andinus',928,3,385.9,A
'Hypsiboas_caingua',931,3,385.9,A
'Hypsiboas_cordobae',748,3,385.9,A
'Hypsiboas_joaquini',932,3,385.9,A
'Hypsiboas_pulchellus',750,3,385.9,A
'Hypsiboas_semiguttatus',932,3,385.9,A
'Lithobates_pipiens',2903,3,385.9,A
'Mantella_ebenaui',1226,3,385.9,A
'Meristogenys_jerboa',1782,3,385.9,A
'Meristogenys_kinabaluensis',1874,3,385.9,A
'Meristogenys_orphnocnemis',1874,3,385.9,A
'Nototriton_lignicola',2093,3,385.9,A
'Nototriton_richardi',2003,3,385.9,A
'Ommatotriton_vittatus',2754,3,385.9,A
'Onychodactylus_fischeri',2776,3,385.9,A
'Osteocephalus_taurinus',1472,3,385.9,A
'Osteocephalus_taurinus',1473,3,385.9,A
'Osteopilus_septentrionalis',2274,3,385.9,A
'Osteopilus_septentrionalis',2363,3,385.9,A
'Osteopilus_septentrionalis',2366,3,385.9,A
'Pelobates_fuscus',3115,3,385.9,A
'Pelophylax_nigromaculatus',2499,3,385.9,A
'Pelophylax_nigromaculatus',2503,3,385.9,A
'Pelophylax_nigromaculatus',2776,3,385.9,A
'Pelophylax_porosus',2779,3,385.9,A
'Pelophylax_saharicus',2657,3,385.9,A
'Pelophylax_saharicus',2747,3,385.9,A
'Phyllomedusa_rohdei',1023,3,385.9,A
'Plethodon_serratus',2632,3,385.9,A
'Plethodon_serratus',2722,3,385.9,A
'Plethodon_websteri',2634,3,385.9,A
'Probreviceps_macrodactylus',1584,3,385.9,A
'Proceratophrys_boiei',931,3,385.9,A
'Rana_dalmatina',2841,3,385.9,A
'Rana_dalmatina',3019,3,385.9,A
'Rana_macrocnemis',2844,3,385.9,A
'Rana_pyrenaica',2834,3,385.9,A
'Rana_temporaria',2927,3,385.9,A
'Rana_temporaria',3016,3,385.9,A
'Rana_temporaria',3018,3,385.9,A
'Rana_temporaria',3113,3,385.9,A
'Rana_temporaria',3194,3,385.9,A
'Rana_temporaria',3201,3,385.9,A
'Rana_temporaria',3290,3,385.9,A
'Ranitomeya_amazonica',1557,3,385.9,A
'Ranitomeya_vanzolinii',1466,3,385.9,A
'Ranitomeya_ventrimaculata',1645,3,385.9,A
'Ranitomeya_ventrimaculata',1832,3,385.9,A
'Salamandra_corsica',2837,3,385.9,A
'Salamandra_salamandra',2663,3,385.9,A
'Salamandrella_keyserlingii',3317,3,385.9,A
'Silverstoneia_flotator',1914,3,385.9,A
'Spea_hammondii',2715,3,385.9,A
'Speleomantes_flavus',2927,3,385.9,A
'Speleomantes_flavus',2928,3,385.9,A
'Staurois_parvus',1874,3,385.9,A
'Telmatobius_marmoratus',1287,3,385.9,A
'Xenopus_muelleri',952,3,385.9,A
'Adenomera_andreae',1559,4,385.9,A
'Adenomera_hylaedactyla',1472,4,385.9,A
'Adenomera_hylaedactyla',1558,4,385.9,A
'Adenomera_hylaedactyla',1561,4,385.9,A
'Allobates_caeruleodactylus',1469,4,385.9,A
'Allobates_femoralis',1377,4,385.9,A
'Ambystoma_barbouri',2723,4,385.9,A
'Ambystoma_texanum',2814,4,385.9,A
'Ameerega_hahneli',1377,4,385.9,A
'Ameerega_hahneli',1466,4,385.9,A
'Ameerega_hahneli',1469,4,385.9,A
'Ameerega_pongoensis',1465,4,385.9,A
'Ameerega_trivittata',1466,4,385.9,A
'Amphiuma_pholeter',2544,4,385.9,A
'Amphiuma_tridactylum',2542,4,385.9,A
'Anaxyrus_punctatus',2449,4,385.9,A
'Anaxyrus_punctatus',2538,4,385.9,A
'Andrias_davidianus',2594,4,385.9,A
'Andrias_davidianus',2682,4,385.9,A
'Babina_holsti',2506,4,385.9,A
'Bolitoglossa_subpalmata',2003,4,385.9,A
'Bombina_bombina',2932,4,385.9,A
'Bombina_bombina',3022,4,385.9,A
'Bombina_bombina',3107,4,385.9,A
'Bombina_variegata',2926,4,385.9,A
'Bombina_variegata',2929,4,385.9,A
'Bombina_variegata',3016,4,385.9,A
'Bufo_japonicus',2689,4,385.9,A
'Bufo_japonicus',2780,4,385.9,A
'Craugastor_fitzingeri',2004,4,385.9,A
'Craugastor_fitzingeri',2005,4,385.9,A
'Craugastor_raniformis',1915,4,385.9,A
'Discoglossus_jeanneae',2744,4,385.9,A
'Eleutherodactylus_rogersi',2366,4,385.9,A
'Eleutherodactylus_tonyi',2276,4,385.9,A
'Ensatina_eschscholtzii',2894,4,385.9,A
'Gephyromantis_blanci',1046,4,385.9,A
'Gephyromantis_boulengeri',1137,4,385.9,A
'Guibemantis_liber',1046,4,385.9,A
'Guibemantis_liber',1136,4,385.9,A
'Heterixalus_alboguttatus',1136,4,385.9,A
'Heterixalus_madagascariensis',1317,4,385.9,A
'Hoplobatrachus_rugulosus',2230,4,385.9,A
'Hyla_arborea',2839,4,385.9,A
'Hyla_arborea',2841,4,385.9,A
'Hyla_arborea',2926,4,385.9,A
'Hyla_arborea',2928,4,385.9,A
'Hyla_arborea',3106,4,385.9,A
'Hyla_chrysoscelis',2540,4,385.9,A
'Hyla_chrysoscelis',2634,4,385.9,A
'Hyla_chrysoscelis',2720,4,385.9,A
'Hyla_chrysoscelis',2723,4,385.9,A
'Hyla_intermedia',2748,4,385.9,A
'Hyla_intermedia',2927,4,385.9,A
'Hyla_japonica',2776,4,385.9,A
'Hyla_orientalis',2757,4,385.9,A
'Hyla_orientalis',2844,4,385.9,A
'Hyla_orientalis',2933,4,385.9,A
'Hyla_savignyi',2756,4,385.9,A
'Hyla_versicolor',2725,4,385.9,A
'Hyla_versicolor',2816,4,385.9,A
'Hyloxalus_bocagei',1646,4,385.9,A
'Hyloxalus_chlorocraspedus',1466,4,385.9,A
'Hyloxalus_elachyhistus',1554,4,385.9,A
'Hyloxalus_nexipus',1465,4,385.9,A
'Hynobius_tokyoensis',2780,4,385.9,A
'Lithobates_clamitans',2903,4,385.9,A
'Mannophryne_venezuelensis',2009,4,385.9,A
'Microhyla_okinavensis',2506,4,385.9,A
'Odorrana_ishikawae',2597,4,385.9,A
'Oedipina_poelzi',2003,4,385.9,A
'Oedipina_uniformis',2003,4,385.9,A
'Ommatotriton_ophryticus',2845,4,385.9,A
'Onychodactylus_japonicus',2778,4,385.9,A
'Pelobates_cultripes',2744,4,385.9,A
'Pelobates_cultripes',2834,4,385.9,A
'Pelobates_fuscus',3121,4,385.9,A
'Pelophylax_bedriagae',2751,4,385.9,A
'Pelophylax_nigromaculatus',2501,4,385.9,A
'Phyllomedusa_oreades',1202,4,385.9,A
'Plethodon_mississippi',2633,4,385.9,A
'Plethodon_ouachitae',2631,4,385.9,A
'Proceratophrys_boiei',1114,4,385.9,A
'Pseudoeurycea_leprosa',2272,4,385.9,A
'Pseudoeurycea_lineola',2271,4,385.9,A
'Rana_latastei',2926,4,385.9,A
'Rana_temporaria',3193,4,385.9,A
'Ranitomeya_flavovittata',1556,4,385.9,A
'Ranitomeya_ventrimaculata',1466,4,385.9,A
'Ranitomeya_ventrimaculata',1557,4,385.9,A
'Salamandrella_keyserlingii',3328,4,385.9,A
'Telmatobius_bolivianus',1198,4,385.9,A
'Adenomera_hylaedactyla',1380,5,385.9,A
'Alytes_obstetricans',2835,5,385.9,A
'Ameerega_trivittata',1556,5,385.9,A
'Andinobates_virolinensis',1916,5,385.9,A
'Bombina_variegata',3018,5,385.9,A
'Boulengerula_uluguruensis',1494,5,385.9,A
'Buergeria_buergeri',2687,5,385.9,A
'Cynops_pyrrhogaster',2870,5,385.9,A
'Discoglossus_sardus',2837,5,385.9,A
'Eleutherodactylus_guanahacabibes',2363,5,385.9,A
'Eurycea_tonkawae',2540,5,385.9,A
'Fejervarya_limnocharis',1870,5,385.9,A
'Heterixalus_betsileo',1227,5,385.9,A
'Hyla_arborea',3020,5,385.9,A
'Hyla_orientalis',3021,5,385.9,A
'Hyloxalus_idiomelus',1555,5,385.9,A
'Hynobius_yiwuensis',2595,5,385.9,A
'Leptopelis_kivuensis',1672,5,385.9,A
'Mantella_nigricans',1317,5,385.9,A
'Meristogenys_whiteheadi',1964,5,385.9,A
'Nototriton_abscondens',2003,5,385.9,A
'Oedipina_uniformis',2004,5,385.9,A
'Onychodactylus_japonicus',2506,5,385.9,A
'Osteopilus_septentrionalis',2275,5,385.9,A
'Pelodytes_ibericus',2743,5,385.9,A
'Pelophylax_bedriagae',2752,5,385.9,A
'Pelophylax_nigromaculatus',2683,5,385.9,A
'Pelophylax_nigromaculatus',2773,5,385.9,A
'Pelophylax_nigromaculatus',2775,5,385.9,A
'Plethodon_glutinosus',2633,5,385.9,A
'Plethodon_grobmani',2633,5,385.9,A
'Plethodon_shermani',2634,5,385.9,A
'Polypedates_leucomystax',2416,5,385.9,A
'Rana_dalmatina',2832,5,385.9,A
'Rana_dalmatina',3018,5,385.9,A
'Rana_italica',2838,5,385.9,A
'Rana_temporaria',3106,5,385.9,A
'Ranitomeya_variabilis',1465,5,385.9,A
'Ranitomeya_variabilis',1555,5,385.9,A
'Ranitomeya_variabilis',1647,5,385.9,A
'Salamandra_atra',2928,5,385.9,A
'Salamandrella_keyserlingii',3130,5,385.9,A
'Speleomantes_imperialis',2837,5,385.9,A
'Speleomantes_italicus',2927,5,385.9,A
'Ameerega_hahneli',1465,6,385.9,A
'Ameerega_trivittata',1465,6,385.9,A
'Andinobates_claudiae',2004,6,385.9,A
'Batrachoseps_attenuatus',2715,6,385.9,A
'Craugastor_fitzingeri',1915,6,385.9,A
'Cryptotriton_veraepacis',2092,6,385.9,A
'Cynops_pyrrhogaster',2778,6,385.9,A
'Dendrobates_tinctorius',1830,6,385.9,A
'Eleutherodactylus_atkinsi',2276,6,385.9,A
'Eleutherodactylus_tonyi',2275,6,385.9,A
'Euphlyctis_cyanophlyctis',2407,6,385.9,A
'Eurycea_longicauda',2721,6,385.9,A
'Eurycea_longicauda',2723,6,385.9,A
'Eurycea_lucifuga',2632,6,385.9,A
'Gephyromantis_boulengeri',1046,6,385.9,A
'Gephyromantis_decaryi',1136,6,385.9,A
'Guibemantis_liber',1226,6,385.9,A
'Hyla_arborea',2661,6,385.9,A
'Hyla_arborea',2750,6,385.9,A
'Hyla_japonica',2777,6,385.9,A
'Hyla_molleri',2925,6,385.9,A
'Hyla_orientalis',3024,6,385.9,A
'Hylarana_latouchii',2414,6,385.9,A
'Hyla_savignyi',2755,6,385.9,A
'Hyla_versicolor',2722,6,385.9,A
'Hynobius_tokyoensis',2689,6,385.9,A
'Leptodactylus_albilabris',2188,6,385.9,A
'Mantella_haraldmeieri',956,6,385.9,A
'Ommatotriton_ophryticus',2844,6,385.9,A
'Pelobates_cultripes',2832,6,385.9,A
'Pelobates_cultripes',2923,6,385.9,A
'Pelobates_fuscus',2926,6,385.9,A
'Pelobates_fuscus',3024,6,385.9,A
'Pelophylax_nigromaculatus',2502,6,385.9,A
'Pelophylax_nigromaculatus',2504,6,385.9,A
'Pelophylax_nigromaculatus',2593,6,385.9,A
'Pelophylax_nigromaculatus',2864,6,385.9,A
'Plethodon_mississippi',2632,6,385.9,A
'Salamandra_atra',2927,6,385.9,A
'Speleomantes_imperialis',2927,6,385.9,A
'Speleomantes_supramontis',2927,6,385.9,A
'Telmatobius_marmoratus',1197,6,385.9,A
'Triturus_dobrogicus',3018,6,385.9,A
'Adenomera_hylaedactyla',1290,7,385.9,A
'Alsodes_gargola',567,7,385.9,A
'Amphiuma_pholeter',2543,7,385.9,A
'Anaxyrus_punctatus',2359,7,385.9,A
'Buergeria_buergeri',2779,7,385.9,A
'Discoglossus_galganoi',2743,7,385.9,A
'Eleutherodactylus_etheridgei',2276,7,385.9,A
'Eleutherodactylus_planirostris',2455,7,385.9,A
'Ensatina_eschscholtzii',2803,7,385.9,A
'Eurycea_longicauda',2813,7,385.9,A
'Heterixalus_boettgeri',1046,7,385.9,A
'Hyla_molleri',2833,7,385.9,A
'Hyla_orientalis',2753,7,385.9,A
'Hyla_orientalis',2842,7,385.9,A
'Hyla_sarda',2837,7,385.9,A
'Insuetophrynus_acarpicus',566,7,385.9,A
'Lithobates_sylvaticus',2903,7,385.9,A
'Mantella_ebenaui',1227,7,385.9,A
'Ommatotriton_vittatus',2753,7,385.9,A
'Pelophylax_nigromaculatus',2865,7,385.9,A
'Proceratophrys_melanopogon',1023,7,385.9,A
'Pseudoeurycea_leprosa',2180,7,385.9,A
'Rana_arvalis',3019,7,385.9,A
'Rana_temporaria',3012,7,385.9,A
'Salamandra_salamandra',2835,7,385.9,A
'Alytes_obstetricans',2834,8,385.9,A
'Bolitoglossa_pesrubra',2004,8,385.9,A
'Bombina_bombina',2931,8,385.9,A
'Bufo_japonicus',2688,8,385.9,A
'Cynops_pyrrhogaster',2780,8,385.9,A
'Dendrobates_tinctorius',1831,8,385.9,A
'Eurycea_longicauda',2631,8,385.9,A
'Heterixalus_betsileo',1046,8,385.9,A
'Heterixalus_betsileo',1226,8,385.9,A
'Hyla_savignyi',2846,8,385.9,A
'Mantella_baroni',2181,8,385.9,A
'Mantella_betsileo',1136,8,385.9,A
'Osteopilus_septentrionalis',2276,8,385.9,A
'Paramesotriton_caudopunctatus',2412,8,385.9,A
'Paramesotriton_chinensis',2412,8,385.9,A
'Paramesotriton_fuzhongensis',2412,8,385.9,A
'Paramesotriton_guanxiensis',2412,8,385.9,A
'Phrynobatrachus_dispar',1756,8,385.9,A
'Phytotriades_auratus',2009,8,385.9,A
'Proceratophrys_boiei',1022,8,385.9,A
'Rana_arvalis',3020,8,385.9,A
'Rana_dalmatina',3021,8,385.9,A
'Rana_dalmatina',3108,8,385.9,A
'Adenomera_andreae',1558,9,385.9,A
