,ranges
Coendou_prehensilis,10157531.85
Coendou_quichua,68121.80711
Coendou_rothschildi,67665.21562
Coendou_sanctamartae,12287.07546
Coleura_afra,2795076.042
Coleura_seychellensis,227.6937188
Colobus_angolensis,2295475.844
Colobus_guereza,3050444.516
Colobus_polykomos,341021.579
Colobus_satanas,328387.3912
Colobus_vellerosus,476698.7415
Colomys_goslingi,904773.9387
Condylura_cristata,3486515.549
Conepatus_chinga,5585801.204
Conepatus_humboldtii,710105.7917
Conepatus_leuconotus,2498370.753
Conepatus_semistriatus,2021502.209
Congosorex_phillipsorum,85.6224682
Congosorex_polli,327.8242848
Congosorex_verheyeni,145309.251
Conilurus_penicillatus,253087.0822
Connochaetes_gnou,403590.6377
Connochaetes_taurinus,3102967.9
Cormura_brevirostris,7825194.882
Corynorhinus_mexicanus,514929.0328
Corynorhinus_rafinesquii,1333851.64
Corynorhinus_townsendii,4596732.539
Craseonycteris_thonglongyai,7953.941871
Crateromys_australis,826.357337
Crateromys_heaneyi,3961.308122
Crateromys_paulus,74.70579455
Crateromys_schadenbergi,3689.851521
Cratogeomys_castanops,651639.8065
Cratogeomys_fulvescens,2140.592738
Cratogeomys_fumosus,41174.01494
Cratogeomys_goldmani,149135.5536
Cratogeomys_merriami,6421.381201
Cratogeomys_perotensis,4184.989908
Cratogeomys_planiceps,2517.342404
Cremnomys_cutchicus,534111.8016
Cremnomys_elvira,44.17015439
Cricetomys_emini,3732468.193
Cricetomys_gambianus,8389305.022
Cricetulus_alticola,140653.6707
Cricetulus_barabensis,3691847.467
Cricetulus_kamensis,106060.5703
Cricetulus_lama,24454.96647
Cricetulus_longicaudatus,2464805.151
Cricetulus_migratorius,7678237.388
Cricetulus_sokolovi,358188.5188
Cricetulus_tibetanus,47661.83532
Cricetus_cricetus,6357017.267
Crocidura_aleksandrisi,42689.1605
Crocidura_allex,6661.28232
Crocidura_andamanensis,46.37975235
Crocidura_ansellorum,2208.854832
Crocidura_arabica,1146.252384
Crocidura_arispa,1050.70881
Crocidura_armenica,772.5760697
Crocidura_attenuata,5024752.877
Crocidura_attila,830687.6781
Crocidura_baileyi,19271.56924
Crocidura_baluensis,615.7480023
Crocidura_batesi,448106.0253
Crocidura_beatus,57076.55448
Crocidura_beccarii,91815.23945
Crocidura_bottegi,48806.8426
Crocidura_bottegoides,10830.02212
Crocidura_brunnea,131393.226
Crocidura_buettikoferi,39404.1736
Crocidura_caliginea,76475.86217
Crocidura_canariensis,2520.597776
Crocidura_caspica,12829.19709
Crocidura_cinderella,839352.0878
Crocidura_congobelgica,99830.8044
Crocidura_crenata,493923.7577
Crocidura_crossei,1109738.701
Crocidura_cyanea,2725151.592
Crocidura_denti,1195991.503
Crocidura_desperata,16890.38179
Crocidura_dolichura,1488076.927
Crocidura_douceti,158120.3322
Crocidura_dsinezumi,286813.7292
Crocidura_eisentrauti,363.731255
Crocidura_elgonius,83846.90025
Crocidura_elongata,128093.2465
Crocidura_erica,110717.8472
Crocidura_fischeri,3168.548265
Crocidura_flavescens,292204.6215
Crocidura_floweri,30508.70259
Crocidura_foetida,732628.3984
Crocidura_foxi,1659995.658
Crocidura_fuliginosa,2850721.515
Crocidura_fulvastra,4336055.97
Crocidura_fumosa,12034.39329
Crocidura_fuscomurina,9828901.022
Crocidura_glassi,8106.651478
Crocidura_gmelini,2524563.231
Crocidura_goliath,579048.1419
Crocidura_gracilipes,913.1008768
Crocidura_grandiceps,34050.90961
Crocidura_grandis,532.5733134
Crocidura_grassei,356573.7402
Crocidura_grayi,116385.2989
Crocidura_greenwoodi,51684.47187
Crocidura_harenna,107.926087
Crocidura_hikmiya,4.007560289
Crocidura_hildegardeae,2340412.52
Crocidura_hilliana,5296.171164
Crocidura_hirta,4044027.598
Crocidura_hispida,37.52061305
Crocidura_horsfieldii,24079.25563
Crocidura_hutanis,101089.736
Crocidura_indochinensis,667903.6221
Crocidura_jacksoni,911487.837
Crocidura_jenkinsi,76.38400958
Crocidura_jouvenetae,222298.1989
Crocidura_katinka,28341.38702
Crocidura_kivuana,1217.155109
Crocidura_lamottei,1559819.194
Crocidura_lanosa,4797.259612
Crocidura_lasiura,1574852.743
Crocidura_latona,145288.9172
Crocidura_lea,116322.2565
Crocidura_lepidura,232052.3611
Crocidura_leucodon,3926380.275
Crocidura_levicula,42377.70717
Crocidura_littoralis,1900020.818
Crocidura_longipes,806.2622397
Crocidura_lucina,5552.606169
Crocidura_ludia,496218.7013
Crocidura_luna,1833117.403
Crocidura_lusitania,2052894.738
Crocidura_macarthuri,467242.2325
Crocidura_macmillani,22024.81996
Crocidura_macowi,284.9911088
Crocidura_malayana,174724.484
Crocidura_manengubae,5777.104507
Crocidura_maquassiensis,334669.2859
Crocidura_mariquensis,2081951.106
Crocidura_maurisca,572359.611
Crocidura_maxi,215163.3292
Crocidura_mindorus,449.4097435
Crocidura_miya,330.4580203
Crocidura_monax,53744.35456
Crocidura_monticola,1393963.209
Crocidura_montis,24589.89427
Crocidura_muricauda,403175.9382
Crocidura_musseri,90.58879092
Crocidura_mutesae,27558.65234
Crocidura_nana,117.1501211
Crocidura_nanilla,757707.438
Crocidura_negligens,196763.2767
Crocidura_negrina,461.6386188
Crocidura_nicobarica,90.20793625
Crocidura_nigeriae,218405.1432
Crocidura_nigricans,128501.3508
Crocidura_nigripes,80622.51667
Crocidura_nigrofusca,3814655.037
Crocidura_nimbae,45463.93
Crocidura_niobe,23022.77105
Crocidura_obscurior,372947.0625
Crocidura_olivieri,15835100.11
Crocidura_orientalis,456.8321944
Crocidura_orii,943.1028363
Crocidura_pachyura,64332.83088
Crocidura_palawanensis,11807.34987
Crocidura_paradoxura,105412.2668
Crocidura_parvipes,5593881.94
Crocidura_pasha,548587.4691
Crocidura_pergrisea,9.421956165
Crocidura_phaeura,897.1103246
Crocidura_picea,6187.066468
Crocidura_pitmani,36529.85264
Crocidura_planiceps,479930.3664
Crocidura_poensis,1109762.957
Crocidura_polia,77.15730878
Crocidura_pullata,50354.48963
Crocidura_raineyi,127.372382
Crocidura_ramona,1510.970431
Crocidura_rapax,230072.5785
Crocidura_religiosa,23651.11032
Crocidura_rhoditis,97286.8069
Crocidura_roosevelti,1975499.991
Crocidura_russula,1924796.552
Crocidura_selina,28965.69592
Crocidura_serezkyensis,280374.5599
Crocidura_shantungensis,3043276.28
Crocidura_sibirica,6101790.005
Crocidura_sicula,26033.95172
Crocidura_silacea,339605.1591
Crocidura_smithii,186034.5448
Crocidura_somalica,175954.1922
Crocidura_stenocephala,1374.892156
Crocidura_suaveolens,12641320.79
Crocidura_susiana,4176.578474
Crocidura_tanakae,28250.56832
Crocidura_tansaniana,2832.637596
Crocidura_tarella,1583.398711
Crocidura_tarfayensis,267324.3608
Crocidura_telfordi,4256.999072
Crocidura_tenuis,28585.47103
Crocidura_thalia,162287.9932
Crocidura_theresae,336301.9833
Crocidura_thomensis,856.6416196
Crocidura_trichura,137.127027
Crocidura_turba,4877906.401
Crocidura_ultima,1277.468052
Crocidura_usambarae,5062.679243
Crocidura_viaria,8204147.691
Crocidura_virgata,35.96499059
Crocidura_voi,3004957.341
Crocidura_vorax,1239440.999
Crocidura_vosmaeri,11525.82114
Crocidura_watasei,2460.835249
Crocidura_whitakeri,760309.5411
Crocidura_wimmeri,76.7174901
Crocidura_wuchihensis,3884.888857
Crocidura_xantippe,26975.11847
Crocidura_yankariensis,1389079.198
Crocidura_zaphiri,9993.138206
Crocidura_zarudnyi,540926.9986
Crocidura_zimmeri,643.7323349
Crocidura_zimmermanni,8357.696251
Crocuta_crocuta,14470665.73
Crossarchus_alexandri,1412899.455
Crossarchus_ansorgei,602125.6003
Crossarchus_obscurus,492130.9667
Crossarchus_platycephalus,507160.8359
Crossomys_moncktoni,138695.34
Crunomys_celebensis,521.4870349
Crunomys_fallax,5005.32966
Crunomys_melanius,34392.83195
Crunomys_suncoides,481.9315734
Cryptochloris_wintoni,7.925355572
Cryptochloris_zyli,2120.548222
Cryptomys_hottentotus,828397.0209
Cryptonanus_agricolai,1036257.068
Cryptonanus_chacoensis,880247.031
Cryptonanus_guahybae,6027.717111
Cryptonanus_unduaviensis,310843.9901
Cryptoprocta_ferox,442933.2798
Cryptotis_alticola,62303.75914
Cryptotis_brachyonyx,2677.371596
Cryptotis_colombiana,5940.029741
Cryptotis_endersi,948.281802
Cryptotis_equatoris,33341.34956
Cryptotis_goldmani,47998.23605
Cryptotis_goodwini,42754.74925
Cryptotis_gracilis,13696.23752
Cryptotis_griseoventris,5941.441583
Cryptotis_hondurensis,96.61644188
Cryptotis_magna,14384.92692
Cryptotis_mayensis,273137.5683
Cryptotis_medellinia,14039.02136
Cryptotis_mera,2176.552712
Cryptotis_meridensis,16642.37947
Cryptotis_merriami,95422.08847
Cryptotis_mexicana,31917.50564
Cryptotis_montivaga,29768.55681
Cryptotis_nelsoni,26.78584825
Cryptotis_nigrescens,21177.62388
Cryptotis_obscura,14447.68149
Cryptotis_orophila,102669.7687
Cryptotis_parva,4121717.632
Cryptotis_peregrina,684.6292835
Cryptotis_peruviensis,7535.987531
Cryptotis_phillipsii,5969.603468
Cryptotis_squamipes,38079.78677
Cryptotis_tamensis,5984.260405
Cryptotis_thomasi,23697.70035
Cryptotis_tropicalis,109298.6195
Ctenodactylus_gundi,132759.3955
Ctenodactylus_vali,57361.45306
Ctenomys_argentinus,27067.22712
Ctenomys_australis,3525.760464
Ctenomys_azarae,7814.119056
Ctenomys_bergi,5375.834342
Ctenomys_boliviensis,133220.1219
Ctenomys_bonettoi,2285.085
Ctenomys_brasiliensis,203897.862
Ctenomys_budini,8440.226238
Ctenomys_colburni,718.2094875
Ctenomys_coludo,9246.195871
Ctenomys_conoveri,98397.45472
Ctenomys_coyhaiquensis,227.196553
Ctenomys_dorbignyi,8814.848435
Ctenomys_dorsalis,11127.0119
Ctenomys_emilianus,9660.190224
Ctenomys_famosus,559.5387185
Ctenomys_flamarioni,7848.161963
Ctenomys_fochi,524.4557121
Ctenomys_fodax,1828.165312
Ctenomys_frater,18249.59073
Ctenomys_fulvus,74406.14912
Ctenomys_goodfellowi,22596.314
Ctenomys_haigi,26893.82901
Ctenomys_johannis,238.0648159
Ctenomys_juris,704.874898
Ctenomys_knighti,8242.784032
Ctenomys_lami,3830.402939
Ctenomys_latro,6530.897369
Ctenomys_leucodon,11433.56893
Ctenomys_lewisi,4752.363977
Ctenomys_magellanicus,78726.4575
Ctenomys_maulinus,51469.22456
Ctenomys_mendocinus,137027.5575
Ctenomys_minutus,73653.04451
Ctenomys_occultus,1204.592763
Ctenomys_opimus,288109.7133
Ctenomys_osvaldoreigi,50.58702924
Ctenomys_pearsoni,11534.89849
Ctenomys_perrensi,45264.47103
Ctenomys_peruanus,5463.780516
Ctenomys_pilarensis,1279.678433
Ctenomys_pontifex,947.2188731
Ctenomys_porteousi,33104.56962
Ctenomys_pundti,10500.55025
Ctenomys_rionegrensis,1156.889895
Ctenomys_roigi,151.7752969
Ctenomys_saltarius,2780.049223
Ctenomys_scagliai,166.7234878
Ctenomys_sericeus,306.6851038
Ctenomys_sociabilis,1062.075602
Ctenomys_steinbachi,19201.346
Ctenomys_sylvanus,12089.59171
Ctenomys_talarum,51329.03794
Ctenomys_torquatus,241182.3777
Ctenomys_tuconax,738.6243736
Ctenomys_tucumanus,7703.312449
Ctenomys_tulduco,143.1613361
Ctenomys_validus,832.9404899
Ctenomys_viperinus,285.4827132
Ctenomys_yolandae,393.4160819
Cuniculus_paca,12434961.82
Cuniculus_taczanowskii,400048.3859
Cuon_alpinus,3443447.262
Cuscomys_ashaninka,44.22602207
Cyclopes_didactylus,7890829.427
Cynictis_penicillata,2252272.009
Cynocephalus_volans,120524.2713
Cynogale_bennettii,1090113.117
Cynomops_abrasus,10670597.91
Cynomops_greenhalli,4471054.65
Cynomops_mexicanus,236534.5037
Cynomops_paranus,12228466.18
Cynomops_planirostris,11449114.47
Cynomys_gunnisoni,309494.8668
Cynomys_leucurus,269518.7213
Cynomys_ludovicianus,1820846.704
Cynomys_mexicanus,584.0020805
Cynomys_parvidens,8276.49703
Cynopterus_brachyotis,2699375.393
Cynopterus_horsfieldii,1485601.359
Cynopterus_luzoniensis,455804.7389
Cynopterus_minutus,1461294.028
Cynopterus_nusatenggara,85669.0081
Cynopterus_sphinx,6455957.305
Cynopterus_titthaecheilus,598087.1132
Cyttarops_alecto,1353174.615
Dacnomys_millardi,41356.59735
Dactylomys_boliviensis,337052.6738
Dactylomys_dactylinus,3305337.138
Dactylomys_peruanus,163.7668826
Dactylonax_palpator,213287.2669
Dactylopsila_megalura,62967.80975
Dactylopsila_tatei,144.8664716
Dactylopsila_trivirgata,765393.7417
Dama_dama,193640.8664
Dama_mesopotamica,614.2013538
Damaliscus_lunatus,1834847.278
Damaliscus_pygargus,395531.1868
Dasycercus_blythi,1470447.316
Dasycercus_cristicauda,114861.7406
Dasykaluta_rosamondae,386502.9743
Dasymys_foxi,14112.98874
Dasymys_incomtus,6435499.153
Dasymys_montanus,1879.353725
Dasymys_nudipes,310177.44
Dasymys_rufulus,1666841.106
Dasyprocta_azarae,1667412.94
Dasyprocta_coibae,500.487586
Dasyprocta_cristata,635156.9888
Dasyprocta_fuliginosa,2612207.539
Dasyprocta_guamara,22949.71809
Dasyprocta_kalinowskii,67070.97864
Dasyprocta_leporina,2022290.926
Dasyprocta_mexicana,70131.88484
Dasyprocta_prymnolopha,1929725.46
Dasyprocta_punctata,2160011.93
Dasyprocta_ruatanica,156.6055917
Dasypus_hybridus,1423871.796
Dasypus_kappleri,6028938.857
Dasypus_novemcinctus,18204751.7
Dasypus_pilosus,53161.41204
Dasypus_sabanicola,441446.0265
Dasypus_septemcinctus,5796764.965
Dasypus_yepesi,22452.50824
Dasyuroides_byrnei,71536.81697
Dasyurus_albopunctatus,580300.8346
Dasyurus_geoffroii,188703.647
Dasyurus_hallucatus,331642.1891
Dasyurus_maculatus,464971.4751
Dasyurus_spartacus,26551.62293
Dasyurus_viverrinus,63883.69012
Daubentonia_madagascariensis,125074.4355
Delanymys_brooksi,10381.83779
Delomys_collinus,88365.38718
Delomys_dorsalis,292213.867
Delomys_sublineatus,150911.4516
Deltamys_kempi,139078.2194
Dendrogale_melanura,68970.96881
Dendrogale_murina,204368.8636
Dendrohyrax_arboreus,2446076.538
Dendrohyrax_dorsalis,3057672.595
Dendrohyrax_validus,37809.99138
Dendrolagus_bennettianus,3562.483501
Dendrolagus_dorianus,39846.75905
Dendrolagus_goodfellowi,114877.9162
Dendrolagus_inustus,144432.8189
Dendrolagus_lumholtzi,7382.864107
Dendrolagus_matschiei,13584.44112
Dendrolagus_mayri,80.56875384
Dendrolagus_mbaiso,5558.289599
Dendrolagus_notatus,84949.89961
Dendrolagus_pulcherrimus,2990.618537
Dendrolagus_scottae,1246.356918
Dendrolagus_spadix,49874.31008
Dendrolagus_stellarum,46924.90486
Dendrolagus_ursinus,28295.84726
Dendromus_insignis,26896.86388
Dendromus_kahuziensis,122.9453833
Dendromus_kivu,27532.34148
Dendromus_lovati,38666.74243
Dendromus_melanotis,3289496.396
Dendromus_mesomelas,549344.7969
Dendromus_messorius,60941.71024
Dendromus_mystacalis,2937070.776
Dendromus_nyikae,2375781.567
Dendromus_oreas,1370.202146
Dendromus_vernayi,318.1380877
Dendroprionomys_rousseloti,281.7496717
Deomys_ferrugineus,1293567.683
Dephomys_defua,426031.0523
Dermanura_anderseni,4071846.301
Dermanura_azteca,590448.541
Dermanura_cinerea,3465947.779
Dermanura_glauca,2660203.677
Dermanura_gnoma,10007748.65
Dermanura_phaeotis,3737171.606
Dermanura_rosenbergi,113667.1252
Dermanura_tolteca,849474.3835
Dermanura_watsoni,554686.608
Desmana_moschata,1215779.593
Desmodilliscus_braueri,3380052.791
Desmodillus_auricularis,1955062.334
Desmodus_rotundus,17726359.13
Desmomys_harringtoni,265251.4362
Desmomys_yaldeni,9679.515092
Diaemus_youngi,13058206.43
Dicerorhinus_sumatrensis,8765.717156
Diceros_bicornis,7891524.459
Diclidurus_albus,12496308.39
Diclidurus_ingens,2088132.058
Diclidurus_isabellus,1061772.016
Diclidurus_scutatus,2894838.232
Dicrostonyx_groenlandicus,2562411.181
Dicrostonyx_hudsonius,492576.5387
Dicrostonyx_nelsoni,334089.0643
Dicrostonyx_nunatakensis,54586.10581
Dicrostonyx_richardsoni,405394.5326
Dicrostonyx_torquatus,2616056.371
Dicrostonyx_unalascensis,4510.242095
Dicrostonyx_vinogradovi,7788.565412
Didelphis_albiventris,6797489.867
Didelphis_aurita,1447727.622
Didelphis_imperfecta,530394.7924
Didelphis_marsupialis,9324106.848
Didelphis_pernigra,1033723.969
Didelphis_virginiana,6032869.752
Dinaromys_bogdanovi,79580.18372
Dinomys_branickii,1835557.681
Diomys_crumpi,96.60472529
Diphylla_ecaudata,8093132.202
Diplogale_hosei,100926.112
Diplomesodon_pulchellum,1818327.251
Diplomys_caniceps,432.2171717
Diplomys_labilis,110967.086
Diplothrix_legata,1199.782443
Dipodomys_agilis,38594.25078
Dipodomys_californicus,86207.73074
Dipodomys_compactus,49441.42255
Dipodomys_deserti,307698.145
Dipodomys_elator,10768.00084
Dipodomys_gravipes,2223.556839
Dipodomys_heermanni,70207.5681
Dipodomys_ingens,6784.238675
Dipodomys_insularis,69.56341017
Dipodomys_margaritae,76.20761341
Dipodomys_merriami,1423719.877
Dipodomys_microps,392309.4276
Dipodomys_nelsoni,192575.9087
Dipodomys_nitratoides,11296.83323
Dipodomys_ordii,3419419.162
Dipodomys_panamintinus,60989.17997
Dipodomys_phillipsii,176865.569
Dipodomys_simulans,97801.72761
Dipodomys_spectabilis,523904.4728
Dipodomys_stephensi,2934.530791
Dipodomys_venustus,16354.8891
Dipus_sagitta,3156283.769
Distoechurus_pennatus,536094.1784
Dobsonia_anderseni,46526.99566
Dobsonia_beauforti,10000.15155
Dobsonia_chapmani,29.11323953
Dobsonia_crenulata,209291.7678
Dobsonia_emersa,2533.40449
Dobsonia_exoleta,179910.9411
Dobsonia_inermis,34750.33803
Dobsonia_minor,614805.1218
Dobsonia_moluccensis,878249.6298
Dobsonia_pannietensis,5415.202405
Dobsonia_peronii,87783.68296
Dobsonia_praedatrix,44746.12087
Dobsonia_viridis,27753.00742
Dolichotis_patagonum,1030502.129
Dolichotis_salinicola,575693.9708
Dologale_dybowskii,484532.0596
Dorcatragus_megalotis,40690.22239
Dorcopsis_atrata,83.25034509
Dorcopsis_hageni,152961.9095
Dorcopsis_luctuosa,159605.3881
Dorcopsis_muelleri,125656.2919
Dorcopsulus_macleayi,25885.93243
Dorcopsulus_vanheurni,179396.033
Dremomys_everetti,65728.27966
Dremomys_gularis,42684.42285
Dremomys_lokriah,361724.454
Dremomys_pernyi,1752844.69
Dremomys_pyrrhomerus,273472.9874
Dremomys_rufigenis,1600224.62
Dromiciops_gliroides,139168.6973
Dryomys_laniger,28684.57675
Dryomys_niethammeri,28.95232864
Dryomys_nitedula,5228961.379
Dusicyon_australis,10936.35512
Dusicyon_avus,1614119.366
Dyacopterus_brooksi,429470.1039
Dyacopterus_spadiceus,445039.968
Dymecodon_pilirostris,38975.87787
Echimys_chrysurus,1583314.653
Echimys_saturnus,131044.7591
Echimys_vieirai,68147.46458
Echinoprocta_rufescens,200136.9083
Echinops_telfairi,110997.043
Echinosorex_gymnura,1373927.095
Echiothrix_centrosa,29007.05144
Echiothrix_leucura,15474.13998
Echymipera_clara,175464.8062
Echymipera_davidi,278.3130071
Echymipera_echinista,631.1625477
Echymipera_kalubu,840230.1606
Echymipera_rufescens,859312.7732
Ectophylla_alba,124368.6377
Eidolon_dupreanum,459920.6779
Eidolon_helvum,11802621.59
Eira_barbara,13375251.96
Elaphodus_cephalophus,1933406.651
Elaphurus_davidianus,217.5656002
Elephantulus_brachyrhynchus,3873781.784
Elephantulus_edwardii,193831.4146
Elephantulus_fuscipes,150896.8777
Elephantulus_fuscus,155029.7799
Elephantulus_intufi,1213331.083
Elephantulus_myurus,968874.137
Elephantulus_pilicaudus,28417.20617
Elephantulus_revoilii,124784.3426
Elephantulus_rozeti,730286.7246
Elephantulus_rufescens,1493540.575
Elephantulus_rupestris,557942.2583
Elephas_maximus,620722.4544
Eligmodontia_moreni,46843.32009
Eligmodontia_morgani,371771.927
Eligmodontia_puerulus,447131.8167
Eligmodontia_typus,923196.3003
Eliomys_melanurus,148658.4521
Eliomys_munbyanus,874331.8783
Eliomys_quercinus,2361893.941
Eliurus_antsingy,589.5411336
Eliurus_danieli,866.3512624
Eliurus_ellermani,19.81387825
Eliurus_grandidieri,58676.1341
Eliurus_majori,73272.58676
Eliurus_minor,116522.5015
Eliurus_myoxinus,262765.9403
Eliurus_penicillatus,1743.528321
Eliurus_petteri,6850.096475
Eliurus_tanala,107670.51
Eliurus_webbi,129039.9519
Ellobius_alaicus,2603.352699
Ellobius_fuscocapillus,478901.7768
Ellobius_lutescens,310071.5436
Ellobius_talpinus,2984348.412
Ellobius_tancrei,3010219.495
Emballonura_alecto,1212058.64
Emballonura_atrata,105700.8462
Emballonura_beccarii,91115.54968
Emballonura_dianae,90454.25705
Emballonura_furax,67861.74554
Emballonura_monticola,1690478.098
Emballonura_raffrayana,216474.6215
Emballonura_semicaudata,16542.25251
Emballonura_serii,9326.434917
Emballonura_tiavato,149403.9342
Enchisthenes_hartii,3104265.809
Enhydra_lutris,2026534.386
Eoglaucomys_fimbriatus,188926.4992
Eolagurus_luteus,398218.23
Eolagurus_przewalskii,903282.4077
Eonycteris_major,732628.3336
Eonycteris_robusta,114505.677
Eonycteris_spelaea,3525479.58
Eospalax_fontanierii,1200261.543
Eospalax_rothschildi,231582.6142
Eospalax_smithii,134733.5185
Eothenomys_cachinus,24963.11567
Eothenomys_chinensis,9008.5356
Eothenomys_custos,115717.0241
Eothenomys_melanogaster,1722778.421
Eothenomys_miletus,402516.9441
Eothenomys_olitor,178337.2738
Eothenomys_proditor,38453.46308
Eothenomys_wardi,8336.891686
Eozapus_setchuanus,544442.3496
Episoriculus_caudatus,315678.1592
Episoriculus_fumidus,12808.87364
Episoriculus_leucops,236567.9443
Episoriculus_macrurus,375478.792
Epixerus_ebii,540521.7074
Epomophorus_angolensis,383548.3985
Epomophorus_anselli,3402.112282
Epomophorus_crypturus,2084463.735
Epomophorus_gambianus,3790881.102
Epomophorus_grandis,508.1260432
Epomophorus_labiatus,2158824.73
Epomophorus_minimus,264477.5309
Epomophorus_wahlbergi,5001006.083
Epomops_buettikoferi,1079071.829
Epomops_dobsonii,1366867.677
Epomops_franqueti,4538760.058
Eptesicus_andinus,811309.79
Eptesicus_bobrinskoi,643806.98
Eptesicus_bottae,3885001.407
Eptesicus_brasiliensis,12912582.97
Eptesicus_chiriquinus,187153.7064
Eptesicus_diminutus,2385987.184
Eptesicus_dimissus,4071.460903
Eptesicus_floweri,1466465.105
Eptesicus_furinalis,16292635.35
Eptesicus_fuscus,13168295.08
Eptesicus_gobiensis,3884753.037
Eptesicus_guadeloupensis,1468.688797
Eptesicus_hottentotus,2853298.033
Eptesicus_innoxius,166207.6504
Eptesicus_japonensis,3409.947881
Eptesicus_nasutus,1865267.749
Eptesicus_nilssonii,10418707.42
Eptesicus_pachyotis,1205404.586
Eptesicus_platyops,926.100899
Eptesicus_serotinus,12116735.53
Eptesicus_tatei,1128.001701
Equus_africanus,84850.86456
Equus_ferus,26253.67519
Equus_grevyi,68368.08695
Equus_hemionus,390363.6642
Equus_kiang,1785578.963
Equus_quagga,2310772.898
Equus_zebra,100160.2999
Eremitalpa_granti,50299.22493
Eremodipus_lichtensteini,559488.1759
Eremoryzomys_polius,14289.81046
Erethizon_dorsatum,12063333.8
Erinaceus_amurensis,4253017.68
Erinaceus_concolor,1346714.345
Erinaceus_europaeus,3806930.753
Erinaceus_roumanicus,6029342.331
Eropeplus_canus,12606.89594
Erophylla_bombifrons,82891.95175
Erophylla_sezekorni,122945.3823
Erythrocebus_patas,7128149.734
Euchoreutes_naso,1675132.462
Euderma_maculatum,2104575.512
Eudiscopus_denticulus,1658.780143
Eudorcas_albonotata,128522.7083
Eudorcas_rufifrons,2291661.393
Eudorcas_thomsonii,157281.5345
Eulemur_albifrons,18368.08092
Eulemur_cinereiceps,1817.020869
Eulemur_collaris,8159.930696
Eulemur_coronatus,6235.820051
Eulemur_flavifrons,2530.92369
Eulemur_fulvus,48248.9099
Eulemur_macaco,8304.286877
Eulemur_mongoz,6668.830428
Eulemur_rubriventer,49838.43079
Eulemur_rufifrons,32613.32473
Eulemur_rufus,38354.34219
Eulemur_sanfordi,3693.549708
Eumops_auripendulus,14106380.14
Eumops_bonariensis,14760709.82
Eumops_dabbenei,2407793.163
Eumops_floridanus,999.1790261
Eumops_glaucinus,11387258.8
Eumops_hansae,6415794.954
Eumops_maurus,267599.835
Eumops_patagonicus,1535913.755
Eumops_perotis,11694940.98
Eumops_trumbulli,4744145.016
Eumops_underwoodi,955532.5989
Euneomys_chinchilloides,76638.38441
Euneomys_fossor,9894.194039
Euneomys_mordax,52343.62049
Euneomys_petersoni,591129.9858
Euoticus_elegantulus,782195.1725
Euoticus_pallidus,95877.43982
Eupetaurus_cinereus,32785.4077
Euphractus_sexcinctus,7716144.335
Euroscaptor_grandis,112320.4404
Euroscaptor_klossi,668526.1119
Euroscaptor_longirostris,265930.7242
Euroscaptor_micrura,38884.17738
Euroscaptor_mizura,15898.02226
Euroscaptor_parvidens,1392.124557
Euryoryzomys_emmonsae,240642.5464
Euryoryzomys_lamia,122790.7176
Euryoryzomys_legatus,64124.64334
Euryoryzomys_macconnelli,4294741.434
Euryoryzomys_nitidus,1305117.76
Euryoryzomys_russatus,1009797.25
Euryzygomatomys_spinosus,807898.8033
Exilisciurus_concinnus,120457.5683
Exilisciurus_exilis,692680.9886
Exilisciurus_whiteheadi,155449.5009
Falsistrellus_affinis,352705.7535
Falsistrellus_mackenziei,24590.54409
Falsistrellus_mordax,126420.4897
Falsistrellus_petersi,28175.6744
Falsistrellus_tasmaniensis,386377.2197
Felis_bieti,620470.8248
Felis_chaus,7018013.031
Felis_margarita,3538652.403
Felis_nigripes,1986984.639
Felis_silvestris,29178036.63
Felovia_vae,107939.9299
Feroculus_feroculus,2647.271474
Fossa_fossana,91105.31538
Fukomys_anselli,17908.89226
Fukomys_bocagei,721377.5192
Fukomys_damarensis,1001524.07
Fukomys_darlingi,183597.5661
Fukomys_foxi,12854.75779
Fukomys_kafuensis,7448.659645
Fukomys_mechowi,1434688.027
Fukomys_ochraceocinereus,782734.4539
Fukomys_zechi,22498.23064
Funambulus_layardi,2026.053288
Funambulus_palmarum,1271296.182
Funambulus_pennantii,2908044.51
Funambulus_sublineatus,28410.65024
Funambulus_tristriatus,79438.23543
Funisciurus_anerythrus,2279756.187
Funisciurus_bayonii,385068.8814
Funisciurus_carruthersi,93369.06968
Funisciurus_congicus,1734998.175
Funisciurus_duchaillui,3488.478957
Funisciurus_isabella,570174.1862
Funisciurus_lemniscatus,610755.9404
Funisciurus_leucogenys,411995.6743
Funisciurus_pyrropus,2153121.158
Funisciurus_substriatus,224763.2917
Furipterus_horrens,9445800.1
Galago_gallarum,456002.8229
Galago_matschiei,87131.47583
Galago_moholi,4247251.359
Galago_senegalensis,8388313.456
Galagoides_cocos,7016.599484
Galagoides_demidovii,4397561.034
Galagoides_granti,521525.5863
Galagoides_nyasae,17.43891205
Galagoides_orinus,19017.41419
Galagoides_rondoensis,126.8037152
Galagoides_thomasi,4501060.71
Galagoides_zanzibaricus,7100.338582
Galea_flavidens,146910.7923
Galea_monasteriensis,26.66366055
Galea_musteloides,1925425.373
Galea_spixii,2836451.077
Galemys_pyrenaicus,163331.6007
Galenomys_garleppi,19189.65565
Galeopterus_variegatus,1406443.137
Galictis_cuja,4551312.251
