GridCell_Id,species,PiHat,RangeSize_km2,RangeSize_percentile,nseqs
1758,Hylomyscus_alleni,0.01059135,1510854.42,NA,2
1850,Hylomyscus_parvus,0.004052846,491928.61,NA,3
1759,Hylomyscus_parvus,0.007226739,491928.61,NA,2
1848,Hylomyscus_parvus,0.007936508,491928.61,NA,2
1668,Hylomyscus_parvus,0.071774202,491928.61,NA,8
1762,Hylomyscus_stella,0.034889709,1325629.13,NA,3
1784,Hylopetes_lepidus,0,185192.58,NA,2
1784,Hylopetes_spadiceus,0.010638298,1145157.36,NA,2
2577,Jaculus_jaculus,0.00552878,8111123.1,NA,12
2382,Jaculus_jaculus,0.007207207,8111123.1,NA,2
2481,Jaculus_jaculus,0.007266122,8111123.1,NA,2
2657,Jaculus_jaculus,0.008868128,8111123.1,NA,5
2483,Jaculus_jaculus,0.009009009,8111123.1,NA,2
2206,Jaculus_jaculus,0.009017133,8111123.1,NA,2
2202,Jaculus_jaculus,0.010238697,8111123.1,NA,3
2569,Jaculus_jaculus,0.01397616,8111123.1,NA,4
2479,Jaculus_jaculus,0.016798268,8111123.1,NA,8
2201,Jaculus_jaculus,0.01981982,8111123.1,NA,2
2205,Jaculus_jaculus,0.023465704,8111123.1,NA,2
2118,Jaculus_jaculus,0.058108108,8111123.1,NA,5
2658,Jaculus_jaculus,0.060193346,8111123.1,NA,33
2573,Jaculus_jaculus,0.063283537,8111123.1,NA,3
2571,Jaculus_jaculus,0.091891892,8111123.1,NA,2
2296,Jaculus_jaculus,0.097472924,8111123.1,NA,2
2661,Jaculus_orientalis,0.001784121,434164.56,NA,2
2573,Jaculus_orientalis,0.001784123,434164.56,NA,4
2571,Jaculus_orientalis,0.002673797,434164.56,NA,2
2572,Jaculus_orientalis,0.002679372,434164.56,NA,4
2654,Jaculus_orientalis,0.004833916,434164.56,NA,5
2655,Jaculus_orientalis,0.005194368,434164.56,NA,5
2656,Jaculus_orientalis,0.009821429,434164.56,NA,2
2568,Jaculus_orientalis,0.011648746,434164.56,NA,2
2748,Jaculus_orientalis,0.014318764,434164.56,NA,3
2658,Jaculus_orientalis,0.01624511,434164.56,NA,4
2747,Jaculus_orientalis,0.016934046,434164.56,NA,2
2659,Jaculus_orientalis,0.017244651,434164.56,NA,3
2569,Jaculus_orientalis,0.021505376,434164.56,NA,2
1875,Kerivoula_hardwickii,0,4047218.39,NA,3
1783,Kerivoula_hardwickii,0.053508772,4047218.39,NA,2
1875,Kerivoula_intermedia,0.001754386,867949.84,NA,2
1783,Kerivoula_minuta,0,143465.59,NA,2
1871,Kerivoula_papillosa,0.005116959,789930.34,NA,4
1871,Kerivoula_pellucida,0.014912281,1213324.32,NA,2
1871,Kerivoula_whiteheadi,0,214657.29,NA,3
862,Laephotis_botswanae,0.001754386,330930.83,NA,5
862,Laephotis_wintoni,0.000877193,1918120.3,NA,2
2448,Lasiurus_xanthinus,0,1737197.8,NA,2
3146,Lemmus_amurensis,0.001030397,2122980.58,NA,3
3290,Lemmus_lemmus,0.003873967,758807.54,NA,13
3199,Lemmus_lemmus,0.005681818,758807.54,NA,3
3026,Lemmus_sibiricus,0,2178553.47,NA,2
3301,Lemmus_sibiricus,0.003246753,2178553.47,NA,7
1669,Lemniscomys_striatus,0.00072925,4422581.63,NA,9
1941,Lemniscomys_striatus,0.00477327,4422581.63,NA,3
1671,Lemniscomys_striatus,0.010626338,4422581.63,NA,18
1934,Lemniscomys_striatus,0.02240586,4422581.63,NA,7
2029,Lemniscomys_zebra,0.012578616,3840418.77,NA,2
2231,Leopoldamys_edwardsi,0.00599816,2061692.72,NA,6
2322,Leopoldamys_edwardsi,0.066553129,2061692.72,NA,49
2412,Leopoldamys_sabanus,0,2538591.12,NA,2
2052,Leopoldamys_sabanus,0.00824332,2538591.12,NA,7
1138,Lepilemur_mustelinus,0,25759.91,NA,4
1047,Lepilemur_ruficaudatus,0,15920.31,NA,2
1136,Lepilemur_ruficaudatus,0,15920.31,NA,6
1137,Lepilemur_ruficaudatus,0.010584795,15920.31,NA,6
2779,Lepus_brachyurus,0.000877193,286651.2,NA,5
2962,Lepus_brachyurus,0.00380117,286651.2,NA,9
2690,Lepus_brachyurus,0.004987263,286651.2,NA,28
2781,Lepus_brachyurus,0.005745358,286651.2,NA,19
2780,Lepus_brachyurus,0.006615733,286651.2,NA,31
2688,Lepus_brachyurus,0.007602339,286651.2,NA,15
2689,Lepus_brachyurus,0.018990103,286651.2,NA,40
2777,Lepus_coreanus,0.002339181,218186.18,NA,4
2412,Lepus_sinensis,0,961639.29,NA,3
2010,Loxodonta_africana,0,2111058.13,NA,5
1675,Loxodonta_africana,0.00036599,2111058.13,NA,90
1402,Loxodonta_africana,0.001813897,2111058.13,NA,67
953,Loxodonta_africana,0.004138919,2111058.13,NA,50
1132,Loxodonta_africana,0.004159244,2111058.13,NA,26
1223,Loxodonta_africana,0.004511278,2111058.13,NA,15
862,Loxodonta_africana,0.004784386,2111058.13,NA,6
1674,Loxodonta_africana,0.00526213,2111058.13,NA,19
1668,Loxodonta_africana,0.006122535,2111058.13,NA,19
1850,Loxodonta_africana,0.0070609,2111058.13,NA,3
1585,Loxodonta_africana,0.009805677,2111058.13,NA,46
1759,Loxodonta_africana,0.014035088,2111058.13,NA,3
1671,Loxodonta_africana,0.020804438,2111058.13,NA,7
1939,Loxodonta_africana,0.023196881,2111058.13,NA,9
1584,Loxodonta_africana,0.023398919,2111058.13,NA,15
1222,Loxodonta_africana,0.024494808,2111058.13,NA,50
2029,Loxodonta_africana,0.025128205,2111058.13,NA,26
1934,Loxodonta_africana,0.02583364,2111058.13,NA,6
2716,Lynx_rufus,0.002001783,9303129.12,NA,23
1781,Macaca_nemestrina,0.001763668,1366030.46,NA,2
1691,Macaca_nemestrina,0.003527337,1366030.46,NA,2
1780,Macaca_nemestrina,0.004871084,1366030.46,NA,7
2224,Macaca_radiata,0.002487562,622325.9,NA,2
1781,Macroglossus_sobrinus,0.001722653,2435586.64,NA,3
1871,Macroglossus_sobrinus,0.005027014,2435586.64,NA,11
957,Macrotarsomys_bastardi,0,152410.87,NA,2
1136,Macrotarsomys_bastardi,0.002631579,152410.87,NA,2
795,Macrotis_lagotis,0,1079779.05,NA,2
2816,Mandrillus_sphinx,0.001412429,324897.04,NA,3
1293,Marmosa_demerarae,0,7823777.51,NA,3
1296,Marmosa_demerarae,0.00539643,7823777.51,NA,4
1832,Marmosa_demerarae,0.009959429,7823777.51,NA,10
1831,Marmosa_demerarae,0.016311167,7823777.51,NA,2
1557,Marmosa_murina,0.003764115,6449547.75,NA,2
1115,Marmosa_murina,0.005082592,6449547.75,NA,2
1832,Marmosa_murina,0.009190426,6449547.75,NA,22
1205,Marmosa_paraguayanus,0,963160,NA,2
1114,Marmosa_paraguayanus,0.005006258,963160,NA,2
1204,Marmosa_paraguayanus,0.00795113,963160,NA,7
1115,Marmosa_paraguayanus,0.020050125,963160,NA,2
1115,Marmosops_incanus,0.06288087,605281.86,NA,4
1832,Marmosops_parvidens,0.009619207,1104336.23,NA,5
1831,Marmosops_parvidens,0.016658406,1104336.23,NA,4
1831,Marmosops_pinheiroi,0.007017544,586527.13,NA,2
2807,Marmota_flaviventris,0.002469132,1717933.81,NA,6
2808,Marmota_flaviventris,0.002677376,1717933.81,NA,3
2716,Marmota_flaviventris,0.003582969,1717933.81,NA,4
2716,Martes_americana,0,7637536.59,NA,2
2809,Martes_americana,0,7637536.59,NA,3
2895,Martes_americana,0,7637536.59,NA,7
3073,Martes_americana,0,7637536.59,NA,5
2805,Martes_americana,0.001547988,7637536.59,NA,18
3074,Martes_americana,0.001637692,7637536.59,NA,10
3248,Martes_americana,0.00199104,7637536.59,NA,41
3072,Martes_americana,0.010623382,7637536.59,NA,65
3162,Martes_americana,0.012869204,7637536.59,NA,35
2501,Martes_flavigula,0,6584648.51,NA,2
2631,Martes_martes,0.001126761,9114799.81,NA,5
3108,Martes_martes,0.001754386,9114799.81,NA,3
2270,Martes_martes,0.00313548,9114799.81,NA,9
2838,Martes_martes,0.004949519,9114799.81,NA,27
2688,Martes_melampus,0.000526316,265082.1,NA,30
2689,Martes_melampus,0.001562998,265082.1,NA,11
2780,Martes_melampus,0.002631579,265082.1,NA,4
2871,Martes_melampus,0.099451754,265082.1,NA,4
2903,Martes_pennanti,0,3485318.94,NA,2
3074,Martes_pennanti,0,3485318.94,NA,4
2716,Martes_pennanti,0.000468762,3485318.94,NA,6
2897,Martes_pennanti,0.000585953,3485318.94,NA,4
2902,Martes_pennanti,0.001171905,3485318.94,NA,4
2961,Martes_zibellina,0,6751534.2,NA,9
3121,Martes_zibellina,0.001388889,6751534.2,NA,2
2866,Martes_zibellina,0.002339181,6751534.2,NA,3
3233,Martes_zibellina,0.003549383,6751534.2,NA,10
2959,Martes_zibellina,0.008723197,6751534.2,NA,9
3049,Martes_zibellina,0.009094706,6751534.2,NA,6
2962,Martes_zibellina,0.125,6751534.2,NA,3
953,Mastomys_coucha,0.000671366,1271254.04,NA,9
1130,Mastomys_coucha,0.004464286,1271254.04,NA,2
862,Mastomys_coucha,0.007150271,1271254.04,NA,3
1939,Mastomys_erythroleucus,0,7097705.6,NA,2
1933,Mastomys_erythroleucus,0.001169591,7097705.6,NA,3
2029,Mastomys_erythroleucus,0.004085908,7097705.6,NA,10
2030,Mastomys_erythroleucus,0.005385996,7097705.6,NA,2
2026,Mastomys_erythroleucus,0.006311993,7097705.6,NA,2
2113,Mastomys_erythroleucus,0.006761772,7097705.6,NA,4
2114,Mastomys_erythroleucus,0.007179354,7097705.6,NA,5
2111,Mastomys_erythroleucus,0.009280742,7097705.6,NA,2
2116,Mastomys_erythroleucus,0.012100277,7097705.6,NA,5
2115,Mastomys_erythroleucus,0.024682463,7097705.6,NA,17
2035,Mastomys_erythroleucus,0.029323758,7097705.6,NA,3
1934,Mastomys_erythroleucus,0.038738739,7097705.6,NA,2
2112,Mastomys_huberti,0,578064.38,NA,2
2114,Mastomys_huberti,0.004163112,578064.38,NA,3
2029,Mastomys_kollmannspergeri,0.003164557,1592388.96,NA,4
2119,Mastomys_kollmannspergeri,0.003413311,1592388.96,NA,5
2050,Maxomys_surifer,0,2819659.56,NA,2
2231,Maxomys_surifer,0,2819659.56,NA,2
2412,Maxomys_surifer,0.003667482,2819659.56,NA,2
1602,Maxomys_surifer,0.005765511,2819659.56,NA,3
2052,Maxomys_surifer,0.008149959,2819659.56,NA,3
1870,Maxomys_whiteheadi,0.050122249,1321685.97,NA,2
1874,Megaerops_wetmorei,0.010126582,165912.42,NA,2
1759,Megaloglossus_woermanni,0.003508772,3430047.3,NA,2
1849,Megaloglossus_woermanni,0.006140351,3430047.3,NA,4
1671,Megaloglossus_woermanni,0.00877193,3430047.3,NA,3
1579,Megaloglossus_woermanni,0.00994152,3430047.3,NA,3
2780,Meles_anakuma,0.001754386,283546.71,NA,3
1525,Melonycteris_fardoulisi,0.002368967,16829.6,NA,11
1526,Melonycteris_fardoulisi,0.004343105,16829.6,NA,6
1436,Melonycteris_fardoulisi,0.053358151,16829.6,NA,7
1523,Melonycteris_melanops,0.003257329,45239.91,NA,4
1703,Melonycteris_melanops,0.003257329,45239.91,NA,4
1525,Melonycteris_woodfordi,0.003438292,16782.92,NA,9
2657,Meriones_libycus,0.005405405,7829423.14,NA,3
2658,Meriones_libycus,0.008648649,7829423.14,NA,5
2947,Meriones_meridianus,0.105357143,6164134.8,NA,2
2946,Meriones_tamariscinus,0.022808432,2568244.18,NA,3
1736,Mesophylla_macconnelli,0.010964912,8815935.29,NA,5
1199,Microcavia_niata,0,202933.59,NA,2
1137,Microcebus_griseorufus,0.00015949,35957.1,NA,11
1047,Microcebus_griseorufus,0.005808967,35957.1,NA,10
1047,Microcebus_murinus,0.000265839,90416.41,NA,13
1137,Microcebus_murinus,0.00670908,90416.41,NA,14
1136,Microcebus_murinus,0.008424031,90416.41,NA,6
1228,Microcebus_murinus,0.012028177,90416.41,NA,12
1136,Microcebus_myoxinus,0,31213.8,NA,2
1137,Microcebus_myoxinus,0.006366836,31213.8,NA,19
1227,Microcebus_myoxinus,0.009771987,31213.8,NA,2
2716,Microdipodops_megacephalus,0.011121639,226038.56,NA,39
2805,Microdipodops_megacephalus,0.015317741,226038.56,NA,15
2717,Microdipodops_megacephalus,0.030829083,226038.56,NA,46
2806,Microdipodops_megacephalus,0.036609025,226038.56,NA,53
2807,Microdipodops_megacephalus,0.037980187,226038.56,NA,9
2806,Microdipodops_pallidus,0.006304177,31229.72,NA,4
2717,Microdipodops_pallidus,0.006816391,31229.72,NA,16
2716,Microdipodops_pallidus,0.032904757,31229.72,NA,71
2010,Micronycteris_hirsuta,0.003508772,9073479.73,NA,2
1611,Microperoryctes_longicauda,0,232309.49,NA,2
1850,Micropteropus_pusillus,0.007553093,5380417.01,NA,20
1940,Micropteropus_pusillus,0.008687337,5380417.01,NA,54
1941,Micropteropus_pusillus,0.009459254,5380417.01,NA,22
3018,Microtus_arvalis,0,6888548.17,NA,9
3105,Microtus_arvalis,0.000250627,6888548.17,NA,7
3015,Microtus_arvalis,0.000786894,6888548.17,NA,17
3016,Microtus_arvalis,0.001229463,6888548.17,NA,36
2835,Microtus_arvalis,0.001723058,6888548.17,NA,8
2834,Microtus_arvalis,0.002005013,6888548.17,NA,7
3108,Microtus_arvalis,0.002631579,6888548.17,NA,2
3107,Microtus_arvalis,0.003118908,6888548.17,NA,9
3195,Microtus_arvalis,0.003327814,6888548.17,NA,58
2925,Microtus_arvalis,0.00353769,6888548.17,NA,14
3020,Microtus_arvalis,0.004561404,6888548.17,NA,5
2836,Microtus_arvalis,0.005892937,6888548.17,NA,13
2927,Microtus_arvalis,0.006005398,6888548.17,NA,13
2926,Microtus_arvalis,0.012598525,6888548.17,NA,24
3017,Microtus_arvalis,0.013825324,6888548.17,NA,24
2715,Microtus_californicus,0.00236133,287633.67,NA,11
2776,Microtus_fortis,0,1970772.15,NA,4
2959,Microtus_fortis,0.001169591,1970772.15,NA,3
2772,Microtus_fortis,0.001260388,1970772.15,NA,20
2594,Microtus_fortis,0.001538935,1970772.15,NA,19
2503,Microtus_fortis,0.004339797,1970772.15,NA,20
2957,Microtus_fortis,0.006614719,1970772.15,NA,4
2505,Microtus_fortis,0.006952909,1970772.15,NA,20
3036,Microtus_gregalis,0,4537976.05,NA,2
3120,Microtus_gregalis,0.022776573,4537976.05,NA,4
2664,Microtus_guentheri,0.004444444,642321.5,NA,2
3245,Microtus_miurus,0.002631579,1431384.93,NA,4
3244,Microtus_miurus,0.003443185,1431384.93,NA,10
3247,Microtus_miurus,0.003778238,1431384.93,NA,19
3248,Microtus_miurus,0.00380117,1431384.93,NA,4
3249,Microtus_miurus,0.010474303,1431384.93,NA,9
3158,Microtus_miurus,0.013073099,1431384.93,NA,21
3157,Microtus_miurus,0.015048037,1431384.93,NA,4
2814,Microtus_ochrogaster,0,6486372.41,NA,2
2805,Microtus_richardsoni,0,859720,NA,2
2899,Microtus_richardsoni,0,859720,NA,9
2985,Microtus_richardsoni,0.002974862,859720,NA,10
2896,Microtus_richardsoni,0.004997769,859720,NA,6
2986,Microtus_richardsoni,0.005087015,859720,NA,5
2897,Microtus_richardsoni,0.006003813,859720,NA,12
2895,Microtus_richardsoni,0.009281571,859720,NA,6
3021,Microtus_subterraneus,0,2884166.57,NA,2
3111,Microtus_subterraneus,0,2884166.57,NA,2
2845,Microtus_subterraneus,0.000584795,2884166.57,NA,3
2841,Microtus_subterraneus,0.000877193,2884166.57,NA,2
2930,Microtus_subterraneus,0.000877193,2884166.57,NA,2
2928,Microtus_subterraneus,0.002923977,2884166.57,NA,3
3016,Microtus_subterraneus,0.002923977,2884166.57,NA,3
2927,Microtus_subterraneus,0.003508772,2884166.57,NA,3
3017,Microtus_subterraneus,0.003759398,2884166.57,NA,7
2844,Microtus_subterraneus,0.010233918,2884166.57,NA,4
3020,Microtus_subterraneus,0.023976608,2884166.57,NA,3
1136,Mirza_coquereli,0.004385965,49227.33,NA,5
1137,Mirza_coquereli,0.007042254,49227.33,NA,5
2871,Mogera_imaizumii,0.006508772,148183.19,NA,25
2780,Mogera_imaizumii,0.030116959,148183.19,NA,4
2690,Mogera_imaizumii,0.038596491,148183.19,NA,3
2416,Mogera_insularis,0.002923977,758788.91,NA,3
2866,Mogera_wogura,0.000584795,138836.52,NA,3
2690,Mogera_wogura,0.003508772,138836.52,NA,2
2688,Mogera_wogura,0.00380117,138836.52,NA,9
2598,Mogera_wogura,0.006140351,138836.52,NA,2
2689,Mogera_wogura,0.022339181,138836.52,NA,6
1736,Monodelphis_adusta,0,1083722.66,NA,2
1557,Monodelphis_adusta,0.00356372,1083722.66,NA,6
1115,Monodelphis_americana,0.002006084,1246640.02,NA,6
1920,Monodelphis_brevicaudata,0.003127611,1827929.23,NA,4
1832,Monodelphis_brevicaudata,0.0075,1827929.23,NA,3
840,Monodelphis_dimidiata,0.001234568,1931182.52,NA,2
932,Monodelphis_dimidiata,0.003745318,1931182.52,NA,2
1109,Monodelphis_domestica,0.004757941,4160882.55,NA,4
1200,Monodelphis_domestica,0.012437811,4160882.55,NA,2
1468,Monodelphis_emiliae,0.002484472,1139161.92,NA,2
1379,Monodelphis_glirina,0.000823045,1163679.43,NA,3
1291,Monodelphis_glirina,0.00128866,1163679.43,NA,2
1019,Monodelphis_kunsi,0.002053294,1203736.04,NA,3
1199,Monodelphis_osgoodi,0.001216311,98347.88,NA,5
1198,Monodelphis_osgoodi,0.001536098,98347.88,NA,2
1024,Monodelphis_theresa,0.024939286,141901.81,NA,3
2591,Moschus_berezovskii,0,1605240.72,NA,4
2232,Muntiacus_muntjak,0.009683099,1494965.69,NA,2
2416,Murina_puta,0.005310184,35902.52,NA,211
2230,Mus_caroli,0,1840446.08,NA,2
2776,Mus_caroli,0.002631579,1840446.08,NA,2
2052,Mus_caroli,0.014210526,1840446.08,NA,5
2231,Mus_caroli,0.014912281,1840446.08,NA,2
1513,Mus_caroli,0.01619883,1840446.08,NA,6
2321,Mus_caroli,0.016725146,1840446.08,NA,6
2416,Mus_caroli,0.04273183,1840446.08,NA,7
2507,Mus_caroli,0.046374269,1840446.08,NA,6
2141,Mus_cervicolor,0.00877193,251376.44,NA,3
2321,Mus_cookii,0.001754386,863047.41,NA,2
2116,Mus_haussa,0.006140351,2515787.64,NA,2
951,Mus_indutus,0,1481733.67,NA,2
1131,Mus_indutus,0.008421053,1481733.67,NA,5
862,Mus_minutoides,0.003597122,4215733.97,NA,3
1934,Mus_minutoides,0.006033317,4215733.97,NA,43
1131,Mus_minutoides,0.027192982,4215733.97,NA,6
770,Mus_minutoides,0.032071458,4215733.97,NA,3
953,Mus_minutoides,0.038596491,4215733.97,NA,2
1934,Mus_setulosus,0.020520606,1012214.39,NA,14
1941,Mus_setulosus,0.069892473,1012214.39,NA,2
2780,Myodes_andersoni,0.024561404,71605.87,NA,3
3127,Myodes_glareolus,0,8679141.8,NA,3
3128,Myodes_glareolus,0,8679141.8,NA,2
3201,Myodes_glareolus,0,8679141.8,NA,2
2835,Myodes_glareolus,0.001013171,8679141.8,NA,2
3198,Myodes_glareolus,0.001749075,8679141.8,NA,6
2626,Myodes_glareolus,0.001908397,8679141.8,NA,3
3124,Myodes_glareolus,0.002429751,8679141.8,NA,12
2930,Myodes_glareolus,0.002861888,8679141.8,NA,12
3106,Myodes_glareolus,0.002892183,8679141.8,NA,4
3291,Myodes_glareolus,0.002995718,8679141.8,NA,15
2926,Myodes_glareolus,0.003045685,8679141.8,NA,2
3017,Myodes_glareolus,0.003098903,8679141.8,NA,17
3023,Myodes_glareolus,0.003112356,8679141.8,NA,3
3108,Myodes_glareolus,0.003217655,8679141.8,NA,16
3117,Myodes_glareolus,0.003231959,8679141.8,NA,14
3119,Myodes_glareolus,0.003243744,8679141.8,NA,4
2842,Myodes_glareolus,0.003250888,8679141.8,NA,4
3290,Myodes_glareolus,0.003490408,8679141.8,NA,8
2236,Myodes_glareolus,0.003664944,8679141.8,NA,11
3194,Myodes_glareolus,0.003890445,8679141.8,NA,4
3105,Myodes_glareolus,0.003965998,8679141.8,NA,24
3013,Myodes_glareolus,0.004212301,8679141.8,NA,5
3202,Myodes_glareolus,0.004501244,8679141.8,NA,5
2750,Myodes_glareolus,0.004579306,8679141.8,NA,6
2665,Myodes_glareolus,0.004668534,8679141.8,NA,2
2839,Myodes_glareolus,0.004703624,8679141.8,NA,9
2841,Myodes_glareolus,0.005155462,8679141.8,NA,15
3110,Myodes_glareolus,0.005273942,8679141.8,NA,9
2929,Myodes_glareolus,0.005278874,8679141.8,NA,25
2840,Myodes_glareolus,0.005963974,8679141.8,NA,10
3299,Myodes_glareolus,0.005966128,8679141.8,NA,9
2925,Myodes_glareolus,0.006361323,8679141.8,NA,4
3020,Myodes_glareolus,0.006394429,8679141.8,NA,45
2923,Myodes_glareolus,0.006550367,8679141.8,NA,3
3016,Myodes_glareolus,0.006749851,8679141.8,NA,6
3103,Myodes_glareolus,0.007012623,8679141.8,NA,2
3014,Myodes_glareolus,0.007265937,8679141.8,NA,11
3111,Myodes_glareolus,0.007317094,8679141.8,NA,19
3015,Myodes_glareolus,0.007559394,8679141.8,NA,21
3104,Myodes_glareolus,0.007693178,8679141.8,NA,25
3019,Myodes_glareolus,0.007837949,8679141.8,NA,27
3018,Myodes_glareolus,0.008311255,8679141.8,NA,16
3203,Myodes_glareolus,0.008545035,8679141.8,NA,5
3021,Myodes_glareolus,0.009569135,8679141.8,NA,44
2928,Myodes_glareolus,0.010125192,8679141.8,NA,31
2836,Myodes_glareolus,0.010586557,8679141.8,NA,10
2927,Myodes_glareolus,0.011269588,8679141.8,NA,9
2931,Myodes_glareolus,0.011687719,8679141.8,NA,22
2932,Myodes_glareolus,0.01237854,8679141.8,NA,16
3292,Myodes_glareolus,0.017056818,8679141.8,NA,11
3112,Myodes_glareolus,0.019176601,8679141.8,NA,8
2838,Myodes_glareolus,0.02090209,8679141.8,NA,2
3293,Myodes_glareolus,0.032787168,8679141.8,NA,5
3121,Myodes_glareolus,0.037791308,8679141.8,NA,11
3294,Myodes_glareolus,0.040000365,8679141.8,NA,23
3296,Myodes_glareolus,0.040294948,8679141.8,NA,18
3109,Myodes_glareolus,0.043370148,8679141.8,NA,15
3200,Myodes_glareolus,0.050304651,8679141.8,NA,6
3126,Myodes_glareolus,0.054162798,8679141.8,NA,4
2777,Myodes_regulus,0.006557958,149439,NA,8
1611,Myoictis_melas,0.045614035,398588.69,NA,2
770,Myomyscus_verreauxii,0.002340722,85553.91,NA,3
1759,Myonycteris_torquata,0.005981045,4522691.39,NA,30
1849,Myonycteris_torquata,0.007017544,4522691.39,NA,9
1580,Myonycteris_torquata,0.0077747,4522691.39,NA,20
1402,Myonycteris_torquata,0.008187135,4522691.39,NA,4
1832,Myoprocta_acouchy,0.002636204,993240.83,NA,2
2866,Myotis_adversus,0.001836547,242650.64,NA,2
1427,Myotis_adversus,0.004591368,242650.64,NA,2
2628,Myotis_californicus,0.001319261,3984266.86,NA,2
2541,Myotis_californicus,0.008795075,3984266.86,NA,4
2716,Myotis_californicus,0.011873351,3984266.86,NA,2
2629,Myotis_californicus,0.030343008,3984266.86,NA,2
2628,Myotis_ciliolabrum,0.00351803,1387940.29,NA,3
2629,Myotis_ciliolabrum,0.020228672,1387940.29,NA,3
2961,Myotis_ikonnikovi,0.011619048,1546130.57,NA,6
2927,Myotis_nattereri,0,5867501.73,NA,2
3017,Myotis_nattereri,0,5867501.73,NA,2
3105,Myotis_nattereri,0,5867501.73,NA,5
2838,Myotis_nattereri,0.001231527,5867501.73,NA,2
3015,Myotis_nattereri,0.002721184,5867501.73,NA,11
2926,Myotis_nattereri,0.047988164,5867501.73,NA,13
2865,Myotis_pilosus,0,987257.78,NA,2
2910,Myotis_septentrionalis,0,4946758.56,NA,4
1138,Myzopoda_aurita,0.000740031,107297.76,NA,4
1137,Myzopoda_aurita,0.00893384,107297.76,NA,6
1556,Neacomys_spinosus,0.024968789,3102230.81,NA,2
2776,Nectogale_elegans,0.004824561,555512.79,NA,4
934,Nectomys_squamipes,0,2344405.45,NA,2
2411,Neodon_irene,0,635021.51,NA,2
2681,Neodon_irene,0,635021.51,NA,2
2927,Neomys_anomalus,0.004385965,3476074.31,NA,2
2592,Neotetracus_sinensis,0,251889.24,NA,2
2628,Neotoma_albigula,0.04,834317.99,NA,2
2626,Neotoma_fuscipes,0.005405405,171574.55,NA,2
2716,Neotoma_fuscipes,0.036976557,171574.55,NA,3
2715,Neotoma_fuscipes,0.037191293,171574.55,NA,5
2725,Neotoma_magister,0.013566525,313401.88,NA,12
2726,Neotoma_magister,0.015288648,313401.88,NA,18
2541,Neotoma_micropus,0.001754386,1063787.84,NA,2
2630,Neotoma_micropus,0.004561404,1063787.84,NA,11
2629,Neotoma_micropus,0.006871345,1063787.84,NA,4
2720,Neotoma_micropus,0.007017544,1063787.84,NA,3
2411,Niviventer_confucianus,0.001754386,3970066.25,NA,2
2411,Niviventer_fulvescens,0.00668045,4719942.63,NA,7
2231,Niviventer_fulvescens,0.013237332,4719942.63,NA,7
2322,Niviventer_fulvescens,0.042569623,4719942.63,NA,9
2232,Niviventer_langbianis,0.082467443,632439.48,NA,4
2411,Niviventer_niviventer,0.021467583,252938.97,NA,5
2540,Notiosorex_crawfordi,0.001754386,2165524.32,NA,2
2447,Notiosorex_crawfordi,0.015789474,2165524.32,NA,2
2780,Nycticebus_bengalensis,0,2048319.34,NA,2
1296,Nyctomys_sumichrasti,0.002631579,673104.83,NA,2
3249,Ochotona_collaris,0,946218.19,NA,2
3161,Ochotona_collaris,0.003103925,946218.19,NA,16
3162,Ochotona_collaris,0.004385965,946218.19,NA,2
3250,Ochotona_collaris,0.00877193,946218.19,NA,2
2675,Ochotona_nubrica,0.015789474,589011.58,NA,3
2585,Ochotona_roylei,0.025661376,361315.07,NA,10
1653,Oecomys_paricola,0.019566389,392838.73,NA,12
1832,Oecomys_rutilus,0.003188098,1186671.64,NA,2
931,Oligoryzomys_chacoensis,0.008739076,760948.09,NA,2
1024,Oligoryzomys_flavescens,0.00703606,3150684.09,NA,3
2006,Oligoryzomys_fulvescens,0,2895262.93,NA,2
2005,Oligoryzomys_fulvescens,0.078561917,2895262.93,NA,2
838,Oligoryzomys_longicaudatus,0.013143483,629101.68,NA,2
567,Oligoryzomys_longicaudatus,0.014238773,629101.68,NA,2
657,Oligoryzomys_longicaudatus,0.014238773,629101.68,NA,2
1561,Oligoryzomys_microtis,0.015736767,2722327.53,NA,2
1203,Oligoryzomys_stramineus,0,530353.51,NA,2
862,Oryx_gazella,0,1765965.53,NA,4
2004,Oryzomys_couesi,0,1491778.85,NA,2
1915,Oryzomys_couesi,0.001754386,1491778.85,NA,2
2272,Oryzomys_couesi,0.003508772,1491778.85,NA,3
2451,Oryzomys_couesi,0.003508772,1491778.85,NA,2
2182,Oryzomys_couesi,0.007894737,1491778.85,NA,2
2184,Oryzomys_couesi,0.009649123,1491778.85,NA,2
2183,Oryzomys_couesi,0.010307018,1491778.85,NA,8
2093,Oryzomys_couesi,0.020614035,1491778.85,NA,4
2544,Oryzomys_palustris,0.002280702,3017719.95,NA,5
2727,Oryzomys_palustris,0.00372807,3017719.95,NA,8
2634,Oryzomys_palustris,0.004177109,3017719.95,NA,7
2636,Oryzomys_palustris,0.004561404,3017719.95,NA,16
2455,Oryzomys_palustris,0.006281339,3017719.95,NA,54
862,Otomops_martiensseni,0.008949496,7309457.88,NA,17
862,Otomys_angoniensis,0.004385965,595014.25,NA,2
862,Otomys_denti,0.064500106,80971.48,NA,10
770,Otomys_irroratus,0.016959064,555883.63,NA,3
772,Otomys_irroratus,0.042105263,555883.63,NA,3
862,Otomys_irroratus,0.045906433,555883.63,NA,3
