GridCell_Id,species,PiHat,RangeSize_km2,RangeSize_percentile,nseqs
2690,Vulpes_vulpes,0.001754386,64742300.07,perc_90,2
2777,Vulpes_vulpes,0.004403575,64742300.07,perc_90,7
2833,Vulpes_vulpes,0.005333333,64742300.07,perc_90,3
2961,Vulpes_vulpes,0.013557792,64742300.07,perc_90,17
2029,Acomys_johannis,0.010369015,426072.96,NA,3
1675,Acomys_percivali,0.008407016,222957.78,NA,9
1675,Acomys_wilsoni,0,1372807.89,NA,2
1585,Acomys_wilsoni,0.006872177,1372807.89,NA,8
1584,Aethomys_chrysophilus,0.006145742,4154303.1,NA,2
1585,Aethomys_chrysophilus,0.007035047,4154303.1,NA,4
862,Aethomys_chrysophilus,0.013015051,4154303.1,NA,5
1494,Aethomys_chrysophilus,0.024561404,4154303.1,NA,3
862,Aethomys_ineptus,0.007804209,440332,NA,15
1312,Aethomys_kaiseri,0.006461873,1693323.93,NA,3
772,Aethomys_namaquensis,0.003262643,3338613.43,NA,2
860,Aethomys_namaquensis,0.005375894,3338613.43,NA,7
770,Aethomys_namaquensis,0.008142516,3338613.43,NA,9
1042,Aethomys_namaquensis,0.013952298,3338613.43,NA,3
1132,Aethomys_namaquensis,0.016722408,3338613.43,NA,2
953,Aethomys_namaquensis,0.017552951,3338613.43,NA,10
1043,Aethomys_namaquensis,0.026977688,3338613.43,NA,15
952,Aethomys_namaquensis,0.032320406,3338613.43,NA,15
862,Aethomys_namaquensis,0.033111225,3338613.43,NA,25
861,Aethomys_namaquensis,0.033576406,3338613.43,NA,19
951,Aethomys_namaquensis,0.034473032,3338613.43,NA,8
863,Aethomys_namaquensis,0.035836593,3338613.43,NA,6
771,Aethomys_namaquensis,0.03789005,3338613.43,NA,7
2868,Ailurus_fulgens,0,338845.69,NA,2
2591,Ailurus_fulgens,0.002948403,338845.69,NA,5
931,Akodon_montensis,0.001248439,1050553.53,NA,2
1477,Alouatta_belzebul,0,866694.48,NA,3
933,Alouatta_guariba,0.000644585,1076694.64,NA,5
1024,Alouatta_guariba,0.010548523,1076694.64,NA,2
1115,Alouatta_guariba,0.011051716,1076694.64,NA,5
929,Andalgalomys_olrogi,0.013623978,57113.12,NA,2
2320,Anourosorex_squamipes,0.003508772,1188959.45,NA,2
2416,Anourosorex_yamashinai,0.007017544,34157.03,NA,2
1563,Aotus_azarae,0.018453427,3162697.55,NA,2
1470,Aotus_azarae,0.031320721,3162697.55,NA,4
933,Aotus_trivirgatus,0.001754386,752039.62,NA,2
2634,Aplodontia_rufa,0,245502.77,NA,2
2804,Aplodontia_rufa,0.00041108,245502.77,NA,19
2716,Aplodontia_rufa,0.001594896,245502.77,NA,3
2985,Aplodontia_rufa,0.002403901,245502.77,NA,62
2806,Aplodontia_rufa,0.003142236,245502.77,NA,28
2805,Aplodontia_rufa,0.017129957,245502.77,NA,23
2895,Aplodontia_rufa,0.020115495,245502.77,NA,370
2715,Aplodontia_rufa,0.020966951,245502.77,NA,22
2928,Apodemus_alpicola,0.001821494,110807.35,NA,3
2690,Apodemus_argenteus,0.003741708,366528.09,NA,5
2688,Apodemus_argenteus,0.006633499,366528.09,NA,4
2871,Apodemus_argenteus,0.006965174,366528.09,NA,6
2779,Apodemus_argenteus,0.013167714,366528.09,NA,5
2780,Apodemus_argenteus,0.013341784,366528.09,NA,9
2689,Apodemus_argenteus,0.019848128,366528.09,NA,5
2591,Apodemus_chevrieri,0,720376.74,NA,4
3018,Apodemus_flavicollis,0.002057613,6065998.74,NA,2
3118,Apodemus_flavicollis,0.002254791,6065998.74,NA,2
3027,Apodemus_flavicollis,0.004149378,6065998.74,NA,2
2751,Apodemus_flavicollis,0.004432205,6065998.74,NA,5
2835,Apodemus_flavicollis,0.004829112,6065998.74,NA,5
2934,Apodemus_flavicollis,0.005102041,6065998.74,NA,3
3202,Apodemus_flavicollis,0.006185567,6065998.74,NA,2
2839,Apodemus_flavicollis,0.006312316,6065998.74,NA,3
3019,Apodemus_flavicollis,0.006937828,6065998.74,NA,5
3023,Apodemus_flavicollis,0.006973192,6065998.74,NA,118
2843,Apodemus_flavicollis,0.007255139,6065998.74,NA,2
3112,Apodemus_flavicollis,0.00726572,6065998.74,NA,3
2927,Apodemus_flavicollis,0.008196721,6065998.74,NA,2
2930,Apodemus_flavicollis,0.008684211,6065998.74,NA,5
3022,Apodemus_flavicollis,0.00890538,6065998.74,NA,11
2753,Apodemus_flavicollis,0.0093361,6065998.74,NA,2
2750,Apodemus_flavicollis,0.009346162,6065998.74,NA,4
2842,Apodemus_flavicollis,0.009518534,6065998.74,NA,4
2841,Apodemus_flavicollis,0.010269321,6065998.74,NA,14
2926,Apodemus_flavicollis,0.01170728,6065998.74,NA,4
2752,Apodemus_flavicollis,0.01242236,6065998.74,NA,2
2846,Apodemus_flavicollis,0.062330623,6065998.74,NA,2
2753,Apodemus_mystacinus,0.007268951,804438.7,NA,2
2662,Apodemus_mystacinus,0.009394572,804438.7,NA,2
3051,Apodemus_peninsulae,0.002923977,8903127.78,NA,3
2777,Apodemus_peninsulae,0.006432749,8903127.78,NA,3
3049,Apodemus_peninsulae,0.006899724,8903127.78,NA,4
3221,Apodemus_peninsulae,0.012656642,8903127.78,NA,8
2935,Apodemus_ponticus,0.004117181,347729.92,NA,6
2847,Apodemus_ponticus,0.08,347729.92,NA,2
2870,Apodemus_speciosus,0.001658375,368742.87,NA,3
2961,Apodemus_speciosus,0.001658375,368742.87,NA,3
2962,Apodemus_speciosus,0.002944063,368742.87,NA,2
2689,Apodemus_speciosus,0.005472637,368742.87,NA,6
2779,Apodemus_speciosus,0.008291874,368742.87,NA,3
2780,Apodemus_speciosus,0.010028168,368742.87,NA,33
2781,Apodemus_speciosus,0.010478224,368742.87,NA,47
2690,Apodemus_speciosus,0.012082445,368742.87,NA,8
2598,Apodemus_speciosus,0.013409379,368742.87,NA,13
2871,Apodemus_speciosus,0.017768301,368742.87,NA,8
2688,Apodemus_speciosus,0.029850746,368742.87,NA,3
3200,Apodemus_sylvaticus,0.001089325,5220650.04,NA,2
2745,Apodemus_sylvaticus,0.002162944,5220650.04,NA,3
3019,Apodemus_sylvaticus,0.004098608,5220650.04,NA,5
3017,Apodemus_sylvaticus,0.006016649,5220650.04,NA,5
2750,Apodemus_sylvaticus,0.006091568,5220650.04,NA,14
2837,Apodemus_sylvaticus,0.007284079,5220650.04,NA,2
2930,Apodemus_sylvaticus,0.007602339,5220650.04,NA,4
3023,Apodemus_sylvaticus,0.008599316,5220650.04,NA,89
2835,Apodemus_sylvaticus,0.00943794,5220650.04,NA,5
2927,Apodemus_sylvaticus,0.010918539,5220650.04,NA,3
2926,Apodemus_sylvaticus,0.013112394,5220650.04,NA,5
2749,Apodemus_sylvaticus,0.013167441,5220650.04,NA,15
2839,Apodemus_sylvaticus,0.017775585,5220650.04,NA,8
3115,Apodemus_uralensis,0,7231625,NA,3
2853,Apodemus_uralensis,0.003508772,7231625,NA,2
2846,Apodemus_uralensis,0.004363636,7231625,NA,6
3122,Apodemus_uralensis,0.004385965,7231625,NA,2
3118,Apodemus_uralensis,0.004750594,7231625,NA,4
3037,Apodemus_uralensis,0.005308015,7231625,NA,13
3036,Apodemus_uralensis,0.008256626,7231625,NA,9
2937,Apodemus_uralensis,0.008918129,7231625,NA,4
2935,Apodemus_uralensis,0.012134503,7231625,NA,4
3116,Apodemus_uralensis,0.012773472,7231625,NA,4
2857,Apodemus_uralensis,0.023668639,7231625,NA,2
3117,Apodemus_uralensis,0.023752969,7231625,NA,3
3124,Apodemus_uralensis,0.041880768,7231625,NA,3
2934,Apodemus_witherbyi,0.007653061,1586928.34,NA,2
3023,Apodemus_witherbyi,0.010204082,1586928.34,NA,2
1967,Apomys_insignis,0.002923977,94959.74,NA,4
2094,Artibeus_aztecus,0.002631579,590448.54,NA,2
2270,Artibeus_aztecus,0.003508772,590448.54,NA,2
1556,Artibeus_fraterculus,0.005263158,302111.05,NA,2
2270,Artibeus_hirsutus,0.000877193,228806.53,NA,2
2094,Artibeus_inopinatus,0.000584795,41413.27,NA,3
2008,Artibeus_jamaicensis,0,1932106.84,NA,18
2190,Artibeus_jamaicensis,0.000124956,1932106.84,NA,27
2100,Artibeus_jamaicensis,0.00076954,1932106.84,NA,14
2451,Artibeus_jamaicensis,0.000877193,1932106.84,NA,2
1646,Artibeus_jamaicensis,0.006140351,1932106.84,NA,4
2093,Artibeus_jamaicensis,0.007017544,1932106.84,NA,3
1736,Artibeus_jamaicensis,0.008677945,1932106.84,NA,8
1556,Artibeus_jamaicensis,0.00877193,1932106.84,NA,3
2184,Artibeus_jamaicensis,0.014912281,1932106.84,NA,4
2273,Artibeus_jamaicensis,0.014979195,1932106.84,NA,11
2182,Artibeus_toltecus,0.022807018,849474.38,NA,2
2094,Artibeus_toltecus,0.025438596,849474.38,NA,2
2029,Arvicanthis_niloticus,0.001318727,6182773.19,NA,13
1939,Arvicanthis_niloticus,0.001798561,6182773.19,NA,2
2593,Aselliscus_stoliczkanus,0,1362301.35,NA,2
2776,Aselliscus_stoliczkanus,0.043567251,1362301.35,NA,4
1347,Aselliscus_tricuspidatus,0.003508772,274647.25,NA,2
1228,Avahi_laniger,0.002631579,50685.48,NA,2
1227,Avahi_laniger,0.003508772,50685.48,NA,3
1317,Avahi_laniger,0.003684211,50685.48,NA,5
1137,Avahi_laniger,0.025730994,50685.48,NA,3
1047,Avahi_laniger,0.043859649,50685.48,NA,2
1871,Balionycteris_maculata,0.139100933,570366.45,NA,3
2140,Bandicota_indica,0.00097371,5375812.18,NA,2
2321,Bandicota_indica,0.004677268,5375812.18,NA,2
2231,Bandicota_indica,0.022719896,5375812.18,NA,3
2231,Bandicota_savilei,0.004480287,866565.16,NA,2
2561,Barbastella_barbastellus,0,3802954.75,NA,2
2416,Barbastella_leucomelas,0.004093567,3926552.91,NA,3
2321,Berylmys_berdmorei,0.009057971,660822.92,NA,2
2231,Berylmys_berdmorei,0.017605634,660822.92,NA,2
2231,Berylmys_bowersi,0.001404988,2558037.2,NA,3
2321,Berylmys_bowersi,0.011764706,2558037.2,NA,2
2232,Berylmys_bowersi,0.049901006,2558037.2,NA,5
2776,Blarinella_griselda,0.00877193,439060.78,NA,2
2189,Brachyphylla_cavernarum,0.000367309,14907.71,NA,5
2190,Brachyphylla_cavernarum,0.000919294,14907.71,NA,7
2275,Brachyphylla_nana,0,195038.69,NA,3
2277,Brachyphylla_nana,0.0061252,195038.69,NA,3
1560,Cacajao_calvus,0,182017.65,NA,2
1471,Cacajao_calvus,0.002345353,182017.65,NA,3
1468,Cacajao_calvus,0.002619827,182017.65,NA,3
1288,Cacajao_calvus,0.002931692,182017.65,NA,3
2416,Callosciurus_erythraeus,0.018421053,4073468.96,NA,2
931,Calomys_callosus,0.002006308,3145719.96,NA,5
751,Calomys_musculinus,0.000714286,2024418.25,NA,6
839,Calomys_musculinus,0.005,2024418.25,NA,6
750,Calomys_musculinus,0.008942898,2024418.25,NA,20
840,Calomys_musculinus,0.242424242,2024418.25,NA,2
2673,Calomyscus_baluchi,0.004987531,426531.72,NA,2
2492,Calomyscus_baluchi,0.012808203,426531.72,NA,5
2492,Calomyscus_hotsoni,0.009838139,141126.31,NA,5
1115,Caluromys_philander,0.02,3706320.5,NA,2
1645,Carollia_castanea,0.014962594,4898799.54,NA,2
1827,Cavia_aperea,0.001169591,7003978.95,NA,4
1021,Cavia_aperea,0.006140351,7003978.95,NA,2
751,Cavia_aperea,0.008736715,7003978.95,NA,5
840,Cavia_aperea,0.025438596,7003978.95,NA,3
1200,Cavia_aperea,0.02596331,7003978.95,NA,6
752,Cavia_magna,0.000584795,50054.72,NA,3
1287,Cavia_tschudii,0.007017544,632826.82,NA,2
1198,Cavia_tschudii,0.034090909,632826.82,NA,2
1669,Cephalophus_callipygus,0.001054852,745834.14,NA,4
2626,Cephalophus_dorsalis,0.012970169,3572475.05,NA,3
1669,Cephalophus_dorsalis,0.015564202,3572475.05,NA,2
1669,Cephalophus_leucogaster,0.033464567,1246209.11,NA,2
862,Cephalophus_natalensis,0,897299.23,NA,3
1669,Cephalophus_nigrifrons,0,3195722.69,NA,2
1941,Cephalophus_rufilatus,0,2928856.42,NA,3
2626,Cephalophus_silvicultor,0,6162520.99,NA,2
1669,Cephalophus_silvicultor,0.013806706,6162520.99,NA,2
2232,Ceratotherium_simum,0.008406433,9016934.31,NA,4
953,Chaerephon_pumilus,0,7239483.98,NA,2
862,Chaerephon_pumilus,0.001183432,7239483.98,NA,2
863,Chaerephon_pumilus,0.005522682,7239483.98,NA,3
1047,Cheirogaleus_major,0.001654135,37462.66,NA,15
957,Cheirogaleus_major,0.002271705,37462.66,NA,13
1137,Cheirogaleus_major,0.002631579,37462.66,NA,2
1228,Cheirogaleus_major,0.010840108,37462.66,NA,3
1138,Cheirogaleus_major,0.012467781,37462.66,NA,9
1046,Cheirogaleus_medius,0,126088.73,NA,3
1136,Cheirogaleus_medius,0.003508772,126088.73,NA,3
1137,Cheirogaleus_medius,0.009356725,126088.73,NA,3
1047,Cheirogaleus_medius,0.012708052,126088.73,NA,13
1318,Cheirogaleus_medius,0.041637427,126088.73,NA,6
1227,Cheirogaleus_medius,0.158823529,126088.73,NA,2
2505,Chimarrogale_himalayica,0,3308208.17,NA,2
2776,Chimarrogale_himalayica,0.001754386,3308208.17,NA,2
2416,Chimarrogale_himalayica,0.001765705,3308208.17,NA,15
2683,Chimarrogale_himalayica,0.003508772,3308208.17,NA,2
2772,Chimarrogale_himalayica,0.023830409,3308208.17,NA,4
2501,Chimarrogale_himalayica,0.033040936,3308208.17,NA,4
2936,Chionomys_gud,0,78133.54,NA,3
2937,Chionomys_gud,0.009140107,78133.54,NA,11
2936,Chionomys_nivalis,0.004872107,890860.2,NA,2
2936,Chionomys_roberti,0.001179941,73079.35,NA,3
2846,Chionomys_roberti,0.001584373,73079.35,NA,6
2322,Chiromyscus_chiropus,0.00097561,426710.91,NA,2
1871,Chironax_melanocephalus,0.005063291,177749.19,NA,2
933,Chiropotes_chiropotes,0.008700579,1363869.73,NA,4
1313,Chlorocebus_aethiops,0.006343612,1146145.94,NA,6
862,Chlorocebus_pygerythrus,0.010526316,4577375.92,NA,4
2190,Chlorocebus_sabaeus,0.001986154,1517085.99,NA,12
2115,Chlorocebus_sabaeus,0.007666667,1517085.99,NA,25
2115,Chlorocebus_tantalus,0.000409357,3988337.73,NA,10
2773,Chodsigoa_hypsibia,0.004093567,423790.17,NA,3
2412,Chodsigoa_parca,0.000877193,583028.25,NA,2
2776,Chodsigoa_parca,0.039327485,583028.25,NA,4
1762,Colomys_goslingi,0.021588271,904773.94,NA,3
570,Conepatus_chinga,0.002421308,5585801.2,NA,2
568,Conepatus_chinga,0.004842615,5585801.2,NA,2
2359,Corynorhinus_mexicanus,0.009187759,514929.03,NA,3
2543,Corynorhinus_rafinesquii,0.00203252,1333851.64,NA,2
2635,Corynorhinus_rafinesquii,0.00407022,1333851.64,NA,4
2636,Corynorhinus_rafinesquii,0.004566041,1333851.64,NA,10
2632,Corynorhinus_rafinesquii,0.009535824,1333851.64,NA,16
2542,Corynorhinus_rafinesquii,0.014231225,1333851.64,NA,3
2898,Corynorhinus_townsendii,0,4596732.54,NA,2
2726,Corynorhinus_townsendii,0.000530909,4596732.54,NA,7
2718,Corynorhinus_townsendii,0.000759482,4596732.54,NA,14
2627,Corynorhinus_townsendii,0.000975639,4596732.54,NA,4
2808,Corynorhinus_townsendii,0.000982318,4596732.54,NA,2
2359,Corynorhinus_townsendii,0.001953216,4596732.54,NA,3
2720,Corynorhinus_townsendii,0.002629165,4596732.54,NA,4
2629,Corynorhinus_townsendii,0.003887178,4596732.54,NA,5
2717,Corynorhinus_townsendii,0.005269473,4596732.54,NA,4
2806,Corynorhinus_townsendii,0.005982054,4596732.54,NA,2
2539,Corynorhinus_townsendii,0.006785736,4596732.54,NA,9
2716,Corynorhinus_townsendii,0.00744002,4596732.54,NA,7
2719,Corynorhinus_townsendii,0.014159227,4596732.54,NA,10
2809,Corynorhinus_townsendii,0.020043679,4596732.54,NA,11
2725,Corynorhinus_townsendii,0.039325467,4596732.54,NA,8
1671,Cricetomys_emini,0.013538701,3732468.19,NA,4
2412,Crocidura_attenuata,0.001754386,5024752.88,NA,2
2322,Crocidura_attenuata,0.003171247,5024752.88,NA,2
2416,Crocidura_attenuata,0.004975124,5024752.88,NA,2
2961,Crocidura_dsinezumi,0,286813.73,NA,4
2871,Crocidura_dsinezumi,0.003173069,286813.73,NA,12
2689,Crocidura_dsinezumi,0.008070175,286813.73,NA,5
2780,Crocidura_dsinezumi,0.024561404,286813.73,NA,6
1669,Crocidura_goliath,0.006717045,579048.14,NA,3
2777,Crocidura_lasiura,0.002192982,1574852.74,NA,4
3019,Crocidura_leucodon,0.001320132,3926380.28,NA,4
2751,Crocidura_leucodon,0.01552795,3926380.28,NA,2
1934,Crocidura_obscurior,0.033395887,372947.06,NA,15
2416,Crocidura_rapax,0.00662103,230072.58,NA,6
2906,Crocidura_shantungensis,0,3043276.28,NA,5
3127,Crocidura_shantungensis,0.000877193,3043276.28,NA,2
2868,Crocidura_shantungensis,0.001315789,3043276.28,NA,4
2869,Crocidura_shantungensis,0.001754386,3043276.28,NA,2
2687,Crocidura_shantungensis,0.003070175,3043276.28,NA,4
2777,Crocidura_shantungensis,0.02238806,3043276.28,NA,3
3126,Crocidura_sibirica,0.000935016,6101790.01,NA,3
2767,Crocidura_sibirica,0.002633889,6101790.01,NA,2
2142,Crocidura_tanakae,0,28250.57,NA,2
2232,Crocidura_tanakae,0,28250.57,NA,2
2416,Crocidura_tanakae,0.000877193,28250.57,NA,2
2114,Crocidura_viaria,0.000970874,8204147.69,NA,2
2181,Cryptotis_goldmani,0.001754386,47998.24,NA,3
2181,Cryptotis_mexicana,0.015472013,31917.51,NA,6
841,Ctenomys_perrensi,0,45264.47,NA,3
842,Ctenomys_torquatus,0.006756757,241182.38,NA,8
841,Ctenomys_torquatus,0.00990991,241182.38,NA,2
2539,Cynomys_ludovicianus,0.004106077,1820846.7,NA,8
1871,Cynopterus_brachyotis,0.059454376,2699375.39,NA,5
1783,Cynopterus_brachyotis,0.07547267,2699375.39,NA,4
1871,Cynopterus_horsfieldii,0.003508772,1485601.36,NA,4
1875,Cynopterus_horsfieldii,0.012280702,1485601.36,NA,3
1783,Cynopterus_horsfieldii,0.022222222,1485601.36,NA,3
1782,Cynopterus_horsfieldii,0.031578947,1485601.36,NA,2
1871,Cynopterus_sphinx,0,6455957.31,NA,2
1961,Cynopterus_sphinx,0.017721519,6455957.31,NA,2
2322,Dacnomys_millardi,0.001974334,41356.6,NA,2
1832,Dasyprocta_leporina,0.010395303,2022290.93,NA,28
3251,Dicrostonyx_groenlandicus,0.002254791,2562411.18,NA,2
3172,Dicrostonyx_richardsoni,0.008032129,405394.53,NA,2
3105,Dicrostonyx_torquatus,0.003853291,2616056.37,NA,3
1115,Didelphis_aurita,0.001251564,1447727.62,NA,2
2716,Dipodomys_microps,0.007092199,392309.43,NA,2
2359,Dipodomys_nelsoni,0,192575.91,NA,2
2629,Dipodomys_ordii,0,3419419.16,NA,2
2359,Dipodomys_phillipsii,0.006944444,176865.57,NA,2
2271,Dipodomys_phillipsii,0.013214794,176865.57,NA,13
2360,Dipodomys_phillipsii,0.028769841,176865.57,NA,4
567,Dromiciops_gliroides,0,139168.7,NA,2
2005,Ectophylla_alba,0.000584795,124368.64,NA,3
2838,Eliomys_quercinus,0.005020858,2361893.94,NA,3
2927,Eliomys_quercinus,0.007887432,2361893.94,NA,4
2839,Eliomys_quercinus,0.01440376,2361893.94,NA,3
3017,Eliomys_quercinus,0.028790261,2361893.94,NA,3
2928,Eliomys_quercinus,0.032575499,2361893.94,NA,3
1228,Eliurus_myoxinus,0.010560147,262765.94,NA,4
1047,Eliurus_myoxinus,0.02509948,262765.94,NA,3
1228,Eliurus_webbi,0.009182736,129039.95,NA,2
1047,Emballonura_atrata,0,105700.85,NA,3
1967,Eonycteris_spelaea,0.001754386,3525479.58,NA,2
2776,Episoriculus_caudatus,0.033918129,315678.16,NA,6
2776,Episoriculus_leucops,0.005116959,236567.94,NA,4
2776,Episoriculus_macrurus,0.056140351,375478.79,NA,6
1941,Epomophorus_gambianus,0.009415205,3790881.1,NA,6
1850,Epomophorus_gambianus,0.009926471,3790881.1,NA,17
862,Eremitalpa_granti,0,50299.22,NA,2
2860,Euchoreutes_naso,0,1675132.46,NA,3
2768,Euchoreutes_naso,0.002702703,1675132.46,NA,4
2859,Euchoreutes_naso,0.006692407,1675132.46,NA,8
2765,Euchoreutes_naso,0.008108108,1675132.46,NA,2
2776,Eupetaurus_cinereus,0,32785.41,NA,2
2411,Euroscaptor_longirostris,0.000584795,265930.72,NA,3
2591,Euroscaptor_longirostris,0.03245614,265930.72,NA,2
1557,Euryoryzomys_macconnelli,0.00877193,4294741.43,NA,2
1025,Euryoryzomys_russatus,0.003329172,1009797.25,NA,3
749,Galea_musteloides,0.002109705,1925425.37,NA,2
931,Galea_musteloides,0.007309942,1925425.37,NA,3
1111,Galea_musteloides,0.015955457,1925425.37,NA,4
1198,Galea_musteloides,0.021174269,1925425.37,NA,6
929,Galea_musteloides,0.024034971,1925425.37,NA,4
1199,Galea_musteloides,0.025304648,1925425.37,NA,5
1109,Galea_musteloides,0.053253735,1925425.37,NA,12
1200,Galea_musteloides,0.055639098,1925425.37,NA,6
748,Galea_musteloides,0.073243647,1925425.37,NA,2
1566,Galea_spixii,0.004385965,2836451.08,NA,2
2836,Galemys_pyrenaicus,0.000451496,163331.6,NA,17
2833,Galemys_pyrenaicus,0.002748538,163331.6,NA,6
2835,Galemys_pyrenaicus,0.00451905,163331.6,NA,43
2834,Galemys_pyrenaicus,0.004992026,163331.6,NA,45
2924,Galemys_pyrenaicus,0.005270092,163331.6,NA,23
2572,Gazella_leptoceros,0.02270663,1227640.18,NA,2
2811,Geomys_bursarius,0.007017544,1536376.87,NA,2
2810,Geomys_bursarius,0.013450292,1536376.87,NA,3
2544,Geomys_pinetis,0.010752968,241344.62,NA,4
2455,Geomys_pinetis,0.016297034,241344.62,NA,3
2545,Geomys_pinetis,0.018698402,241344.62,NA,11
2635,Geomys_pinetis,0.030726795,241344.62,NA,7
2634,Geomys_pinetis,0.044912957,241344.62,NA,6
862,Gerbilliscus_afra,0.006167401,200439.97,NA,2
862,Gerbilliscus_brantsii,0,2084270.2,NA,2
2115,Gerbilliscus_guineae,0.009666081,891689.22,NA,2
2029,Gerbilliscus_kempi,0.003611752,4610254.34,NA,4
862,Gerbilliscus_leucogaster,0.007017544,5765244.78,NA,2
2563,Gerbillus_campestris,0.016666667,1164697.05,NA,2
2472,Gerbillus_gerbillus,0.006276803,9384469.82,NA,10
2203,Gerbillus_tarabuli,0.005263158,6321624.08,NA,3
2565,Gerbillus_tarabuli,0.006432749,6321624.08,NA,3
2291,Gerbillus_tarabuli,0.007017544,6321624.08,NA,2
2564,Gerbillus_tarabuli,0.009649123,6321624.08,NA,2
2743,Giraffa_camelopardalis,0,2016065.72,NA,2
2781,Giraffa_camelopardalis,0,2016065.72,NA,5
2871,Giraffa_camelopardalis,0.010471204,2016065.72,NA,2
3016,Giraffa_camelopardalis,0.025730994,2016065.72,NA,3
2726,Glaucomys_sabrinus,0,7852682.87,NA,5
2808,Glaucomys_sabrinus,0,7852682.87,NA,4
3073,Glaucomys_sabrinus,0.000877193,7852682.87,NA,2
3072,Glaucomys_sabrinus,0.001403509,7852682.87,NA,5
3162,Glaucomys_sabrinus,0.001754386,7852682.87,NA,2
3249,Glaucomys_sabrinus,0.003174603,7852682.87,NA,2
2725,Glaucomys_sabrinus,0.003323127,7852682.87,NA,8
2805,Glaucomys_sabrinus,0.003502627,7852682.87,NA,2
2986,Glaucomys_sabrinus,0.00476696,7852682.87,NA,4
2895,Glaucomys_sabrinus,0.005560063,7852682.87,NA,11
2904,Glaucomys_sabrinus,0.007936508,7852682.87,NA,4
3077,Glaucomys_sabrinus,0.008492569,7852682.87,NA,3
2985,Glaucomys_sabrinus,0.030549139,7852682.87,NA,6
2361,Glaucomys_volans,0,3848269.76,NA,2
2271,Glaucomys_volans,0.000583771,3848269.76,NA,6
2725,Glaucomys_volans,0.001590682,3848269.76,NA,4
2182,Glaucomys_volans,0.001751313,3848269.76,NA,2
2093,Glaucomys_volans,0.002116402,3848269.76,NA,3
2543,Glaucomys_volans,0.002116402,3848269.76,NA,4
2909,Glaucomys_volans,0.002116402,3848269.76,NA,3
2816,Glaucomys_volans,0.002184478,3848269.76,NA,10
2455,Glaucomys_volans,0.002406603,3848269.76,NA,12
2632,Glaucomys_volans,0.002700173,3848269.76,NA,3
2994,Glaucomys_volans,0.004232804,3848269.76,NA,3
2781,Glirulus_japonicus,0.00310559,211088.97,NA,2
2688,Glirulus_japonicus,0.003482587,211088.97,NA,7
2780,Glirulus_japonicus,0.022577629,211088.97,NA,30
2690,Glirulus_japonicus,0.033622557,211088.97,NA,7
2871,Glirulus_japonicus,0.052620501,211088.97,NA,8
2689,Glirulus_japonicus,0.071241569,211088.97,NA,12
2749,Glis_glis,0.001510574,3715719.25,NA,2
1938,Gorilla_gorilla,0.002207506,695615.43,NA,3
1203,Gracilinanus_agilis,0,3608922.77,NA,2
1566,Gracilinanus_agilis,0.002923977,3608922.77,NA,3
1111,Gracilinanus_agilis,0.003470204,3608922.77,NA,4
1295,Gracilinanus_agilis,0.004444444,3608922.77,NA,6
1475,Gracilinanus_agilis,0.009366362,3608922.77,NA,6
1112,Gracilinanus_agilis,0.010609858,3608922.77,NA,7
1294,Gracilinanus_agilis,0.01359839,3608922.77,NA,22
1476,Gracilinanus_agilis,0.014912281,3608922.77,NA,3
1204,Gracilinanus_agilis,0.022982456,3608922.77,NA,5
1115,Gracilinanus_microtarsus,0.053073602,631981.15,NA,4
933,Gracilinanus_microtarsus,0.06881152,631981.15,NA,3
862,Grammomys_dolichurus,0.008,3257244.27,NA,2
748,Graomys_griseoflavus,0.008476329,2012535.42,NA,4
840,Graomys_griseoflavus,0.046826794,2012535.42,NA,11
839,Graomys_griseoflavus,0.060448552,2012535.42,NA,3
2181,Handleyomys_melanotis,0,138366.76,NA,2
2269,Handleyomys_melanotis,0.004678363,138366.76,NA,3
2182,Handleyomys_rostratus,0.00497076,548410.11,NA,4
2183,Handleyomys_saturatior,0.005263158,108654.66,NA,3
1578,Heimyscus_fumosus,0.001754386,504706.51,NA,2
1668,Heimyscus_fumosus,0.033035227,504706.51,NA,5
629,Hemitragus_jemlahicus,0.020356234,124007.11,NA,2
2598,Herpestes_javanicus,0,6756393.39,NA,7
2507,Herpestes_javanicus,0.001329787,6756393.39,NA,2
1783,Hipposideros_bicolor,0,1584431.29,NA,3
1783,Hipposideros_larvatus,0,3287819.46,NA,2
2414,Hipposideros_larvatus,0.005263158,3287819.46,NA,2
2591,Hipposideros_pratti,0.002631579,2242890.33,NA,2
2867,Hipposideros_pratti,0.005263158,2242890.33,NA,2
1757,Hipposideros_ruber,0.010526316,9059982.01,NA,2
1758,Hipposideros_ruber,0.014912281,9059982.01,NA,2
1849,Hipposideros_ruber,0.030994152,9059982.01,NA,3
1848,Hipposideros_ruber,0.038304094,9059982.01,NA,4
2778,Hydropotes_inermis,0.007547479,181923.29,NA,5
1296,Hylaeamys_laticeps,0.018726592,173883.97,NA,2
1514,Hylobates_agilis,0.033240997,385727.62,NA,2
1512,Hylobates_agilis,0.047091413,385727.62,NA,2
1512,Hylobates_moloch,0.006723514,39232.44,NA,12
1513,Hylobates_moloch,0.009546741,39232.44,NA,9
1848,Hylomyscus_aeta,0.000602773,2618018.45,NA,3
1850,Hylomyscus_alleni,0.003440146,1510854.42,NA,7
1759,Hylomyscus_alleni,0.004419704,1510854.42,NA,4
